training_id,grant_id,project_id,activity_id,location_id,period_id,facilitator_id,training_title,training_type,target_group,start_date,end_date,duration_days,planned_attendance,total_attendance,attendance_male,attendance_female,attendance_youth,attendance_pwd,total_cost,cost_currency,cost_per_participant,pre_assessment_avg,post_assessment_avg,knowledge_gain_pct,certificates_issued,venue,notes
TRN-2025-0089,GRT-2023-003,PRJ-2023-006,ACT-0022,LOC-KIL-001,FP-2025-01,STF-013,Business Skills Development,Awareness,VSLA Members,2025-01-25,2025-01-28,4,20,16,6,10,7,1,1224000.0,TZS,76500.0,35.5,57.3,21.8,16,District Council Hall,Training delivered by internal staff
TRN-2025-0090,GRT-2024-001,PRJ-2024-002,ACT-0044,LOC-KIL-004,FP-2025-05,STF-026,Improved Farming Techniques,Vocational,Smallholder Farmers,2025-05-14,2025-05-15,2,20,19,8,11,9,1,1539000.0,TZS,81000.0,40.5,61.7,21.2,19,District Council Hall,Training delivered by external facilitator
TRN-2025-0091,GRT-2023-004,PRJ-2023-008,ACT-0033,LOC-MAN-002,FP-2025-04,STF-038,Conservation Agriculture,Vocational,Youth Farmers,2025-04-07,2025-04-09,3,20,17,6,11,5,0,2123000.0,TZS,124882.35,31.7,55.9,24.2,0,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0092,GRT-2024-001,PRJ-2024-001,ACT-0038,LOC-MAN-001,FP-2025-01,STF-013,Post Harvest Handling,Leadership,Agro Dealers,2025-01-11,2025-01-11,1,20,19,10,9,10,1,482000.0,TZS,25368.42,44.1,68.2,24.1,0,District Council Hall,Training delivered by government partner
TRN-2025-0093,GRT-2023-005,PRJ-2023-010,ACT-0056,LOC-KIL-001,FP-2025-10,STF-030,Malaria Prevention and Treatment,Technical,Community Health Workers,2025-10-10,2025-10-10,1,25,22,11,11,7,1,578000.0,TZS,26272.73,41.6,72.6,31.0,0,District Council Hall,
TRN-2025-0094,GRT-2024-003,PRJ-2024-005,ACT-0059,LOC-ARU-004,FP-2025-10,STF-008,Community Health Worker Basic Training,Awareness,Village Health Workers,2025-10-03,2025-10-06,4,80,66,38,28,24,2,8378000.0,TZS,126939.39,36.7,53.6,16.9,66,Government Office Meeting Room,
TRN-2025-0095,GRT-2022-004,PRJ-2023-005,ACT-0018,LOC-KIL-001,FP-2025-08,STF-016,Inclusive Education,Leadership,Education Officers,2025-08-01,2025-08-04,4,100,84,32,52,50,2,6869000.0,TZS,81773.81,36.7,54.9,18.2,84,District Council Hall,
TRN-2025-0096,GRT-2024-004,PRJ-2024-006,ACT-0066,LOC-MAN-002,FP-2025-03,STF-019,Reforestation and Tree Nursery Management,Technical,Smallholder Farmers,2025-03-04,2025-03-08,5,100,90,50,40,48,0,19620000.0,TZS,218000.0,54.4,82.3,27.9,90,CDFT Training Centre,
TRN-2025-0097,GRT-2023-004,PRJ-2023-009,ACT-0036,LOC-MAN-003,FP-2025-06,STF-005,Climate Smart Agriculture Practices,Awareness,Extension Officers,2025-06-02,2025-06-02,1,60,62,39,23,37,3,1828000.0,TZS,29483.87,,59.3,27.7,62,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0098,GRT-2023-002,PRJ-2023-004,ACT-0016,LOC-ARU-002,FP-2025-05,STF-027,Early Childhood Development,Vocational,School Administrators,2025-05-25,2025-05-29,5,30,23,12,11,9,0,4928000.0,TZS,214260.87,30.2,49.6,19.4,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0099,GRT-2024-002,PRJ-2024-004,ACT-0053,LOC-MAN-004,FP-2025-05,STF-022,Child Safeguarding and Protection,Financial Management,Community Leaders,2025-05-12,2025-05-13,2,40,39,23,16,19,0,2711000.0,TZS,69512.82,52.1,80.3,28.2,39,Hotel Conference Room,Training delivered by government partner
TRN-2025-0100,GRT-2023-003,PRJ-2023-006,ACT-0025,LOC-KIL-001,FP-2025-01,STF-017,Leadership for Women,Technical,Female Entrepreneurs,2025-01-02,2025-01-06,5,60,45,20,25,18,1,4323000.0,TZS,96066.67,32.6,66.0,33.4,45,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0101,GRT-2022-004,PRJ-2023-005,ACT-0018,LOC-KIL-001,FP-2025-03,STF-038,Inclusive Education,Awareness,School Administrators,2025-03-11,2025-03-12,2,80,76,27,49,25,2,2958000.0,TZS,38921.05,51.7,73.1,21.4,76,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0102,GRT-2022-004,PRJ-2023-005,ACT-0018,LOC-KIL-001,FP-2025-02,STF-027,Early Childhood Development,Vocational,School Administrators,2025-02-02,2025-02-03,2,30,23,9,14,8,1,1402000.0,TZS,60956.52,42.1,76.8,34.7,0,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0103,GRT-2023-003,PRJ-2023-006,ACT-0024,LOC-KIL-001,FP-2025-01,STF-019,Business Skills Development,Financial Management,Youth Women,2025-01-01,2025-01-03,3,80,76,43,33,25,1,5169000.0,TZS,68013.16,34.1,62.0,27.9,76,School Hall,
TRN-2025-0104,GRT-2022-003,PRJ-2023-003,ACT-0013,LOC-KIL-003,FP-2025-08,STF-040,HIV AIDS Awareness,Awareness,Community Health Workers,2025-08-10,2025-08-12,3,40,32,12,20,9,0,2893000.0,TZS,90406.25,39.6,77.4,37.8,0,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0105,GRT-2023-002,PRJ-2023-012,ACT-0071,LOC-ARU-001,FP-2025-10,STF-038,Teacher Pedagogy Training,Leadership,Education Officers,2025-10-18,2025-10-21,4,30,28,13,15,9,0,3265000.0,TZS,116607.14,52.2,88.8,36.6,0,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0106,GRT-2023-002,PRJ-2023-012,ACT-0071,LOC-ARU-001,FP-2025-03,STF-011,Inclusive Education,Vocational,Parent Teachers Association Members,2025-03-24,2025-03-28,5,25,26,17,9,15,0,5238000.0,TZS,201461.54,37.7,59.8,22.1,26,Community Centre,Training delivered by external facilitator
TRN-2025-0107,GRT-2023-004,PRJ-2023-008,ACT-0032,LOC-MAN-002,FP-2025-07,STF-039,Water Harvesting Techniques,Leadership,Extension Officers,2025-07-22,2025-07-25,4,100,104,67,37,57,0,16674000.0,TZS,160326.92,42.6,80.3,37.7,0,School Hall,
TRN-2025-0108,GRT-2023-002,PRJ-2023-012,ACT-0070,LOC-ARU-001,FP-2025-11,STF-025,Child Centred Learning Methods,Vocational,Teachers,2025-11-12,2025-11-14,3,100,88,50,38,49,3,5823000.0,TZS,66170.45,50.6,82.3,31.7,88,Community Centre,Training delivered by internal staff
TRN-2025-0109,GRT-2024-002,PRJ-2024-003,ACT-0046,LOC-ARU-003,FP-2025-07,STF-036,Psychosocial Support Basics,Technical,Community Leaders,2025-07-10,2025-07-11,2,50,51,16,35,16,0,2353000.0,TZS,46137.25,48.9,66.5,17.6,51,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0110,GRT-2024-001,PRJ-2024-001,ACT-0038,LOC-MAN-001,FP-2025-05,STF-039,Post Harvest Handling,Vocational,Smallholder Farmers,2025-05-22,2025-05-25,4,100,81,36,45,32,1,13929000.0,TZS,171962.96,52.4,85.5,33.1,0,District Council Hall,Training delivered by government partner
TRN-2025-0111,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-04,STF-007,Nutrition Counselling,Vocational,Village Health Workers,2025-04-15,2025-04-17,3,40,33,13,20,20,0,1898000.0,TZS,57515.15,41.7,71.8,30.1,33,Community Centre,Training delivered by internal staff
TRN-2025-0112,GRT-2024-002,PRJ-2024-003,ACT-0047,LOC-ARU-003,FP-2025-06,STF-035,Child Safeguarding and Protection,Financial Management,Social Welfare Officers,2025-06-01,2025-06-03,3,60,62,39,23,39,0,4593000.0,TZS,74080.65,52.9,85.1,32.2,0,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0113,GRT-2021-001,PRJ-2023-007,ACT-0029,LOC-ARU-001,FP-2025-11,STF-030,Leadership for Women,Technical,VSLA Members,2025-11-01,2025-11-04,4,100,89,34,55,35,1,15080000.0,TZS,169438.2,49.9,71.6,21.7,0,School Hall,
TRN-2025-0114,GRT-2024-001,PRJ-2024-001,ACT-0039,LOC-MAN-001,FP-2025-10,STF-007,Market Information Systems,Awareness,Cooperative Members,2025-10-03,2025-10-03,1,30,28,13,15,10,0,732000.0,TZS,26142.86,30.9,60.5,29.6,0,District Council Hall,
TRN-2025-0115,GRT-2023-002,PRJ-2023-012,ACT-0073,LOC-ARU-001,FP-2025-02,STF-031,Teacher Pedagogy Training,Financial Management,School Administrators,2025-02-16,2025-02-16,1,30,24,13,11,7,1,944000.0,TZS,39333.33,36.0,63.9,27.9,24,School Hall,Training delivered by external facilitator
TRN-2025-0116,GRT-2023-001,PRJ-2023-001,ACT-0005,LOC-KIL-001,FP-2025-02,STF-018,HIV AIDS Awareness,Technical,Health Facility Staff,2025-02-20,2025-02-20,1,60,46,20,26,24,2,1369000.0,TZS,29760.87,33.3,56.4,23.1,46,CDFT Training Centre,
TRN-2025-0117,GRT-2022-003,PRJ-2023-003,ACT-0014,LOC-KIL-003,FP-2025-09,STF-036,Nutrition Counselling,Vocational,Community Members,2025-09-01,2025-09-03,3,30,30,13,17,12,0,1850000.0,TZS,61666.67,49.1,,20.3,30,Community Centre,
TRN-2025-0118,GRT-2024-001,PRJ-2024-007,ACT-0076,LOC-ARU-002,FP-2025-04,STF-030,Cooperative Management,Leadership,Smallholder Farmers,2025-04-22,2025-04-22,1,50,50,33,17,20,0,2068000.0,TZS,41360.0,50.0,73.8,23.8,0,Community Centre,
TRN-2025-0119,GRT-2023-001,PRJ-2023-002,ACT-0008,LOC-KIL-002,FP-2025-03,STF-017,WASH Behaviour Change,Vocational,Village Health Workers,2025-03-11,2025-03-12,2,40,39,19,20,19,1,1407000.0,TZS,36076.92,54.4,74.4,20.0,39,School Hall,Training delivered by external facilitator
TRN-2025-0120,GRT-2023-002,PRJ-2023-012,ACT-0071,LOC-ARU-001,FP-2025-10,STF-012,Early Childhood Development,Awareness,Parent Teachers Association Members,2025-10-05,2025-10-07,3,40,30,10,20,13,1,2138000.0,TZS,71266.67,52.6,82.5,29.9,30,Community Centre,Training delivered by internal staff
TRN-2025-0121,GRT-2023-001,PRJ-2023-011,ACT-0061,LOC-MAN-001,FP-2025-10,STF-033,Nutrition Counselling,Vocational,Health Facility Staff,2025-10-20,2025-10-21,2,50,49,28,21,26,1,3313000.0,TZS,67612.24,47.0,74.7,,49,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0122,GRT-2023-002,PRJ-2023-004,ACT-0016,LOC-ARU-002,FP-2025-01,STF-032,Early Childhood Development,Leadership,Teachers,2025-01-24,2025-01-26,3,80,73,28,45,26,0,6865000.0,TZS,94041.1,47.1,84.2,37.1,73,School Hall,Training delivered by external facilitator
TRN-2025-0123,GRT-2023-002,PRJ-2023-004,ACT-0016,LOC-ARU-002,FP-2025-02,STF-005,Teacher Pedagogy Training,Financial Management,School Administrators,2025-02-20,2025-02-22,3,25,22,10,12,7,1,1962000.0,TZS,89181.82,53.8,90.0,36.2,0,Community Centre,
TRN-2025-0124,GRT-2024-002,PRJ-2024-003,ACT-0047,LOC-ARU-003,FP-2025-08,STF-027,Community Based Child Protection,Leadership,Community Leaders,2025-08-13,2025-08-16,4,100,75,41,34,44,1,12621000.0,TZS,168280.0,52.2,80.4,28.2,0,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0125,GRT-2024-004,PRJ-2024-006,ACT-0065,LOC-MAN-002,FP-2025-10,STF-010,Reforestation and Tree Nursery Management,Awareness,Smallholder Farmers,2025-10-25,2025-10-27,3,50,38,19,19,22,1,3539000.0,TZS,93131.58,,74.4,25.3,0,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0126,GRT-2022-004,PRJ-2023-005,ACT-0019,LOC-KIL-001,FP-2025-05,STF-026,Early Childhood Development,Technical,School Administrators,2025-05-09,2025-05-10,2,40,38,18,20,12,1,1601000.0,TZS,42131.58,40.5,62.2,21.7,38,District Council Hall,Training delivered by government partner
TRN-2025-0127,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-06,STF-028,WASH Behaviour Change,Leadership,Community Members,2025-06-02,2025-06-03,2,50,49,21,28,14,2,3823000.0,TZS,78020.41,39.6,75.7,36.1,49,Hotel Conference Room,Training delivered by government partner
TRN-2025-0128,GRT-2023-001,PRJ-2023-011,ACT-0061,LOC-MAN-001,FP-2025-02,STF-035,Malaria Prevention and Treatment,Financial Management,Community Members,2025-02-04,2025-02-08,5,25,23,14,9,12,0,4503000.0,TZS,195782.61,39.0,75.5,,23,District Council Hall,Training delivered by government partner
TRN-2025-0129,GRT-2021-001,PRJ-2023-007,ACT-0026,LOC-ARU-001,FP-2025-07,STF-037,Financial Literacy and Savings,Technical,VSLA Members,2025-07-20,2025-07-22,3,30,28,9,19,16,1,3450000.0,TZS,123214.29,50.1,68.4,18.3,0,Government Office Meeting Room,
TRN-2025-0130,GRT-2023-005,PRJ-2023-010,ACT-0056,LOC-KIL-001,FP-2025-02,STF-019,Malaria Prevention and Treatment,Awareness,Village Health Workers,2025-02-03,2025-02-07,5,100,102,56,46,32,1,19120000.0,TZS,187450.98,46.8,81.8,35.0,102,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0131,GRT-2023-001,PRJ-2023-001,ACT-0004,LOC-KIL-001,FP-2025-02,STF-014,Malaria Prevention and Treatment,Vocational,Community Members,2025-02-23,2025-02-26,4,30,24,15,9,7,1,2910000.0,TZS,121250.0,33.5,55.8,22.3,24,District Council Hall,Training delivered by external facilitator
TRN-2025-0132,GRT-2023-004,PRJ-2023-009,ACT-0036,LOC-MAN-003,FP-2025-05,STF-028,Climate Smart Agriculture Practices,Leadership,Smallholder Farmers,2025-05-16,2025-05-17,2,30,23,8,15,7,0,1888000.0,TZS,82086.96,30.1,61.1,31.0,23,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0133,GRT-2024-003,PRJ-2024-005,ACT-0059,LOC-ARU-004,FP-2025-11,STF-019,First Aid and Emergency Response,Leadership,Community Health Workers,2025-11-06,2025-11-10,5,60,53,30,23,17,1,11368000.0,TZS,214490.57,35.8,62.6,26.8,53,Hotel Conference Room,
TRN-2025-0134,GRT-2022-003,PRJ-2023-003,ACT-0012,LOC-KIL-003,FP-2025-02,STF-029,Community Health Worker Basic Training,Awareness,Community Members,2025-02-02,2025-02-02,1,20,19,12,7,8,1,528000.0,TZS,27789.47,39.9,,18.9,19,Hotel Conference Room,
TRN-2025-0135,GRT-2023-002,PRJ-2023-004,ACT-0017,LOC-ARU-002,FP-2025-01,STF-017,Early Childhood Development,Awareness,Parent Teachers Association Members,2025-01-26,2025-01-27,2,50,44,28,16,17,0,2285000.0,TZS,51931.82,38.1,68.0,29.9,44,District Council Hall,
TRN-2025-0136,GRT-2023-004,PRJ-2023-009,ACT-0035,LOC-MAN-003,FP-2025-05,STF-014,Reforestation and Tree Nursery Management,Technical,Youth Farmers,2025-05-08,2025-05-10,3,80,64,38,26,21,3,7252000.0,TZS,113312.5,33.1,52.1,19.0,64,Community Centre,
TRN-2025-0137,GRT-2023-002,PRJ-2023-004,ACT-0015,LOC-ARU-002,FP-2025-07,STF-022,Inclusive Education,Vocational,Teachers,2025-07-24,2025-07-25,2,50,43,15,28,22,0,2931000.0,TZS,68162.79,34.5,60.0,25.5,43,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0138,GRT-2023-003,PRJ-2023-006,ACT-0021,LOC-KIL-001,FP-2025-05,STF-036,Leadership for Women,Leadership,Female Entrepreneurs,2025-05-11,2025-05-13,3,30,23,8,15,12,0,2891000.0,TZS,125695.65,40.8,79.5,38.7,0,Community Centre,Training delivered by internal staff
TRN-2025-0139,GRT-2023-004,PRJ-2023-008,ACT-0031,LOC-MAN-002,FP-2025-07,STF-024,Climate Smart Agriculture Practices,Awareness,Smallholder Farmers,2025-07-04,2025-07-06,3,80,61,39,22,21,3,6697000.0,TZS,109786.89,39.4,63.9,24.5,61,District Council Hall,
TRN-2025-0140,GRT-2024-003,PRJ-2024-005,ACT-0058,LOC-ARU-004,FP-2025-09,STF-025,Community Health Worker Basic Training,Financial Management,Community Members,2025-09-07,2025-09-11,5,80,64,20,44,20,2,13688000.0,TZS,213875.0,33.6,71.3,37.7,0,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0141,GRT-2023-001,PRJ-2023-001,ACT-0004,LOC-KIL-001,FP-2025-06,STF-031,WASH Behaviour Change,Financial Management,Community Health Workers,2025-06-14,2025-06-16,3,50,46,25,21,24,0,3216000.0,TZS,69913.04,,90.9,38.0,0,Community Centre,Training delivered by internal staff
TRN-2025-0142,GRT-2022-003,PRJ-2023-003,ACT-0012,LOC-KIL-003,FP-2025-01,STF-037,Nutrition Counselling,Technical,Community Members,2025-01-19,2025-01-19,1,60,56,25,31,25,1,2196000.0,TZS,39214.29,33.4,62.6,29.2,56,District Council Hall,Training delivered by government partner
TRN-2025-0143,GRT-2024-001,PRJ-2024-001,ACT-0040,LOC-MAN-001,FP-2025-03,STF-032,Market Information Systems,Vocational,Extension Officers,2025-03-02,2025-03-04,3,25,18,12,6,11,0,1087000.0,TZS,60388.89,34.5,50.1,15.6,18,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0144,GRT-2023-004,PRJ-2023-009,ACT-0037,LOC-MAN-003,FP-2025-05,STF-007,Reforestation and Tree Nursery Management,Technical,Community Leaders,2025-05-19,2025-05-23,5,80,64,23,41,39,2,12973000.0,TZS,202703.12,45.1,61.8,16.7,64,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0145,GRT-2023-001,PRJ-2023-002,ACT-0006,LOC-KIL-002,FP-2025-05,STF-016,HIV AIDS Awareness,Technical,Community Members,2025-05-21,2025-05-21,1,50,44,22,22,16,0,1494000.0,TZS,33954.55,38.9,55.3,16.4,0,Hotel Conference Room,
TRN-2025-0146,GRT-2024-003,PRJ-2024-005,ACT-0060,LOC-ARU-004,FP-2025-04,STF-018,WASH Behaviour Change,Financial Management,Community Health Workers,2025-04-08,2025-04-10,3,20,16,6,10,8,0,1139000.0,TZS,71187.5,43.1,60.4,17.3,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0147,GRT-2024-002,PRJ-2024-004,ACT-0049,LOC-MAN-004,FP-2025-03,STF-039,Psychosocial Support Basics,Awareness,Community Child Protection Committee Members,2025-03-19,2025-03-20,2,40,38,14,24,18,1,2143000.0,TZS,56394.74,50.0,79.5,29.5,0,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0148,GRT-2023-001,PRJ-2023-001,ACT-0001,LOC-KIL-001,FP-2025-11,STF-016,Community Health Worker Basic Training,Financial Management,Village Health Workers,2025-11-23,2025-11-24,2,80,76,26,50,32,3,4575000.0,TZS,60197.37,45.6,73.0,27.4,76,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0149,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-07,STF-032,HIV AIDS Awareness,Awareness,Community Health Workers,2025-07-04,2025-07-07,4,100,103,64,39,42,4,15415000.0,TZS,149660.19,51.9,74.7,22.8,0,District Council Hall,Training delivered by internal staff
TRN-2025-0150,GRT-2024-002,PRJ-2024-004,ACT-0049,LOC-MAN-004,FP-2025-05,STF-027,Case Management Procedures,Awareness,Social Welfare Officers,2025-05-23,2025-05-27,5,30,26,10,16,16,0,4232000.0,TZS,162769.23,,77.5,36.5,0,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0151,GRT-2024-001,PRJ-2024-007,ACT-0076,LOC-ARU-002,FP-2025-09,STF-008,Irrigation Management,Vocational,Smallholder Farmers,2025-09-09,2025-09-10,2,40,39,18,21,21,1,1715000.0,TZS,43974.36,42.0,65.1,23.1,39,CDFT Training Centre,Training delivered by government partner
TRN-2025-0152,GRT-2023-002,PRJ-2023-004,ACT-0015,LOC-ARU-002,FP-2025-06,STF-021,School Management Training,Leadership,Education Officers,2025-06-03,2025-06-07,5,30,28,12,16,10,0,3469000.0,TZS,123892.86,34.5,73.4,38.9,28,CDFT Training Centre,Training delivered by government partner
TRN-2025-0153,GRT-2024-002,PRJ-2024-004,ACT-0051,LOC-MAN-004,FP-2025-07,STF-018,Case Management Procedures,Awareness,Community Child Protection Committee Members,2025-07-08,2025-07-12,5,25,21,12,9,10,0,4000000.0,TZS,190476.19,41.2,57.2,16.0,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0154,GRT-2023-002,PRJ-2023-004,ACT-0015,LOC-ARU-002,FP-2025-04,STF-011,Child Centred Learning Methods,Financial Management,Parent Teachers Association Members,2025-04-20,2025-04-21,2,25,24,8,16,9,0,1812000.0,TZS,75500.0,50.3,87.5,37.2,24,Community Centre,
TRN-2025-0155,GRT-2024-002,PRJ-2024-004,ACT-0053,LOC-MAN-004,FP-2025-04,STF-009,Psychosocial Support Basics,Awareness,Community Child Protection Committee Members,2025-04-14,2025-04-14,1,30,24,9,15,13,0,774000.0,TZS,32250.0,41.9,81.3,39.4,0,District Council Hall,
TRN-2025-0156,GRT-2024-003,PRJ-2024-005,ACT-0060,LOC-ARU-004,FP-2025-04,STF-026,Nutrition Counselling,Vocational,Health Facility Staff,2025-04-01,2025-04-03,3,20,18,12,6,6,1,2070000.0,TZS,115000.0,37.1,59.0,21.9,18,District Council Hall,Training delivered by internal staff
TRN-2025-0157,GRT-2023-003,PRJ-2023-006,ACT-0023,LOC-KIL-001,FP-2025-01,STF-037,Business Skills Development,Vocational,VSLA Members,2025-01-01,2025-01-02,2,30,26,16,10,10,0,2172000.0,TZS,83538.46,34.7,64.8,30.1,0,Community Centre,Training delivered by internal staff
TRN-2025-0158,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-11,STF-022,WASH Behaviour Change,Vocational,Community Health Workers,2025-11-18,2025-11-19,2,20,18,11,7,11,1,936000.0,TZS,52000.0,41.4,69.3,27.9,18,Government Office Meeting Room,
TRN-2025-0159,GRT-2023-005,PRJ-2023-010,ACT-0054,LOC-KIL-001,FP-2025-11,STF-029,Malaria Prevention and Treatment,Financial Management,Community Members,2025-11-14,2025-11-18,5,80,61,24,37,24,0,8449000.0,TZS,138508.2,35.8,69.3,33.5,61,School Hall,Training delivered by internal staff
TRN-2025-0160,GRT-2023-003,PRJ-2023-013,ACT-0080,LOC-ARU-001,FP-2025-02,STF-027,HIV AIDS Awareness,Awareness,Health Facility Staff,2025-02-07,2025-02-11,5,80,65,42,23,34,3,13670000.0,TZS,210307.69,54.7,76.9,22.2,0,Government Office Meeting Room,
TRN-2025-0161,GRT-2024-001,PRJ-2024-002,ACT-0043,LOC-KIL-004,FP-2025-03,STF-022,Market Information Systems,Leadership,Smallholder Farmers,2025-03-04,2025-03-05,2,50,51,21,30,16,0,4041000.0,TZS,79235.29,,77.2,39.7,51,Government Office Meeting Room,
TRN-2025-0162,GRT-2023-001,PRJ-2023-001,ACT-0005,LOC-KIL-001,FP-2025-10,STF-025,Malaria Prevention and Treatment,Technical,Health Facility Staff,2025-10-10,2025-10-11,2,20,18,8,10,10,1,981000.0,TZS,54500.0,41.1,68.3,,18,District Council Hall,Training delivered by internal staff
TRN-2025-0163,GRT-2023-003,PRJ-2023-006,ACT-0021,LOC-KIL-001,FP-2025-02,STF-008,Gender and Rights Awareness,Leadership,VSLA Members,2025-02-06,2025-02-08,3,60,58,26,32,26,2,5694000.0,TZS,98172.41,,74.0,35.4,0,Community Centre,Training delivered by internal staff
TRN-2025-0164,GRT-2023-004,PRJ-2023-009,ACT-0037,LOC-MAN-003,FP-2025-07,STF-035,Disaster Risk Reduction,Leadership,Smallholder Farmers,2025-07-11,2025-07-12,2,60,53,34,19,30,2,3329000.0,TZS,62811.32,47.4,66.7,19.3,53,Hotel Conference Room,Training delivered by government partner
TRN-2025-0165,GRT-2022-003,PRJ-2023-003,ACT-0013,LOC-KIL-003,FP-2025-06,STF-024,First Aid and Emergency Response,Vocational,Village Health Workers,2025-06-07,2025-06-09,3,60,56,31,25,29,1,6683000.0,TZS,119339.29,45.0,62.9,17.9,56,Community Centre,
TRN-2025-0166,GRT-2023-003,PRJ-2023-006,ACT-0021,LOC-KIL-001,FP-2025-11,STF-019,Gender and Rights Awareness,Leadership,Youth Women,2025-11-03,2025-11-06,4,100,75,28,47,34,2,5568000.0,TZS,74240.0,40.7,71.2,30.5,0,Government Office Meeting Room,
TRN-2025-0167,GRT-2023-003,PRJ-2023-006,ACT-0021,LOC-KIL-001,FP-2025-03,STF-035,Leadership for Women,Vocational,VSLA Members,2025-03-21,2025-03-25,5,30,29,12,17,11,0,3993000.0,TZS,137689.66,49.7,72.5,22.8,0,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0168,GRT-2024-003,PRJ-2024-005,ACT-0060,LOC-ARU-004,FP-2025-06,STF-024,HIV AIDS Awareness,Awareness,Health Facility Staff,2025-06-08,2025-06-12,5,25,20,13,7,12,0,3127000.0,TZS,156350.0,51.1,75.8,24.7,20,Hotel Conference Room,
TRN-2025-0169,GRT-2024-004,PRJ-2024-006,ACT-0068,LOC-MAN-002,FP-2025-08,STF-016,Disaster Risk Reduction,Awareness,Smallholder Farmers,2025-08-24,2025-08-27,4,30,25,16,9,15,0,2726000.0,TZS,109040.0,38.3,67.9,29.6,25,District Council Hall,Training delivered by internal staff
TRN-2025-0170,GRT-2024-001,PRJ-2024-002,ACT-0045,LOC-KIL-004,FP-2025-08,STF-012,Market Information Systems,Financial Management,Cooperative Members,2025-08-11,2025-08-14,4,40,41,17,24,21,1,6653000.0,TZS,162268.29,48.9,69.8,20.9,41,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0171,GRT-2024-001,PRJ-2024-002,ACT-0045,LOC-KIL-004,FP-2025-09,STF-006,Post Harvest Handling,Vocational,Agro Dealers,2025-09-22,2025-09-23,2,40,34,19,15,10,1,2084000.0,TZS,61294.12,30.1,62.9,32.8,34,CDFT Training Centre,
TRN-2025-0172,GRT-2023-003,PRJ-2023-013,ACT-0080,LOC-ARU-001,FP-2025-11,STF-009,First Aid and Emergency Response,Vocational,Health Facility Staff,2025-11-23,2025-11-23,1,40,37,14,23,18,1,1246000.0,TZS,33675.68,36.2,52.3,16.1,37,District Council Hall,
TRN-2025-0173,GRT-2024-002,PRJ-2024-004,ACT-0053,LOC-MAN-004,FP-2025-10,STF-017,Reporting and Referral Pathways,Financial Management,Social Welfare Officers,2025-10-09,2025-10-11,3,100,89,43,46,30,0,10655000.0,TZS,119719.1,40.0,59.7,19.7,0,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0174,GRT-2023-003,PRJ-2023-006,ACT-0021,LOC-KIL-001,FP-2025-10,STF-016,Leadership for Women,Technical,Female Entrepreneurs,2025-10-02,2025-10-02,1,60,50,21,29,30,1,2247000.0,TZS,44940.0,35.1,71.2,36.1,0,District Council Hall,Training delivered by government partner
TRN-2025-0175,GRT-2021-001,PRJ-2023-007,ACT-0030,LOC-ARU-001,FP-2025-04,STF-011,Financial Literacy and Savings,Awareness,Women Group Members,2025-04-07,2025-04-09,3,100,88,43,45,32,2,11084000.0,TZS,125954.55,39.7,72.9,33.2,88,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0176,GRT-2023-001,PRJ-2023-011,ACT-0061,LOC-MAN-001,FP-2025-06,STF-015,First Aid and Emergency Response,Leadership,Community Health Workers,2025-06-02,2025-06-04,3,50,45,25,20,13,0,5574000.0,TZS,123866.67,47.8,63.7,15.9,45,Community Centre,
