asset_id,asset_tag,asset_name,asset_category,grant_id,project_id,purchase_date,purchase_cost,currency,useful_life_years,depreciation_method,current_book_value,location_id,custodian_id,condition,verified_date,disposal_date,disposal_method,disposal_proceeds,donor_approval_ref
AST-0120,CDFT-0120,Water Dispenser,Office Equipment,GRT-2024-003,PRJ-2024-005,2024-06-16,412000.0,TZS,3,Straight Line,234528.86,LOC-KIL-004,STF-092,Good,2025-06-09,,,,DA-GRT-2024-003-120
AST-0121,CDFT-0121,Grain Storage Silo,Agricultural Equipment,GRT-2024-003,PRJ-2024-005,2024-03-08,2339000.0,TZS,10,Straight Line,1972700.75,LOC-MAN-004,STF-060,Good,2025-02-17,,,,
AST-0122,CDFT-0122,Office Chair,Furniture,GRT-2024-003,PRJ-2024-005,2023-08-22,310000.0,TZS,5,Straight Line,179125.26,LOC-MAN-002,STF-034,Good,2025-04-25,,,,DA-GRT-2024-003-122
AST-0123,CDFT-0123,Blood Pressure Monitor,Medical Equipment,GRT-2024-001,PRJ-2024-002,2022-10-28,282000.0,TZS,5,Straight Line,116930.6,LOC-ARU-004,STF-109,Good,2025-09-07,2025-05-01,Sold,32000.0,
AST-0124,CDFT-0124,Steel Filing Cabinet,Furniture,GRT-2022-004,PRJ-2023-005,2023-11-07,407000.0,TZS,5,Straight Line,252334.43,LOC-KIL-002,STF-042,Good,2025-07-27,,,,
AST-0125,CDFT-0125,Toyota Hiace Minibus,Vehicle,GRT-2023-002,PRJ-2023-012,2023-08-03,32385000.0,TZS,5,Straight Line,18375882.96,LOC-KIL-004,STF-071,Good,2025-07-31,,,,
AST-0126,CDFT-0126,Rapid Test Kit Storage Fridge,Medical Equipment,GRT-2024-001,PRJ-2024-002,2022-03-03,2335000.0,TZS,5,Straight Line,662622.18,LOC-ARU-003,STF-073,Poor,2025-08-09,,,,DA-GRT-2024-001-126
AST-0127,CDFT-0127,Grain Storage Silo,Agricultural Equipment,GRT-2023-003,PRJ-2023-006,2024-09-19,3115000.0,TZS,10,Straight Line,2793479.12,LOC-MAN-004,STF-074,Fair,2025-02-09,,,,DA-GRT-2023-003-127
AST-0128,CDFT-0128,Dell Laptop Computer,IT Equipment,GRT-2024-003,PRJ-2024-005,2022-10-29,1920000.0,TZS,3,Straight Line,48624.23,LOC-KIL-003,STF-040,Fair,2025-02-19,,,,DA-GRT-2024-003-128
AST-0129,CDFT-0129,Toyota Hiace Minibus,Vehicle,GRT-2023-003,PRJ-2023-013,2025-04-29,29938000.0,TZS,5,Straight Line,27397060.92,LOC-MAN-003,STF-085,Poor,2025-07-14,,,,
AST-0130,CDFT-0130,Projector - Epson,IT Equipment,GRT-2024-001,PRJ-2024-007,2025-03-27,1401000.0,TZS,3,Straight Line,1160627.65,LOC-MAN-003,STF-020,Fair,2025-01-01,,,,
AST-0131,CDFT-0131,Office Chair,Furniture,GRT-2024-001,PRJ-2024-007,2023-07-05,273000.0,TZS,5,Straight Line,150570.43,LOC-ARU-002,STF-039,Good,2025-04-16,,,,
AST-0132,CDFT-0132,Satellite Phone,Communication,GRT-2023-005,PRJ-2023-010,2025-01-10,796000.0,TZS,3,Straight Line,604219.03,LOC-MAN-002,STF-066,Good,2025-02-15,,,,
AST-0133,CDFT-0133,HP Desktop Computer,IT Equipment,GRT-2023-001,PRJ-2023-002,2023-01-27,1657000.0,TZS,3,Straight Line,178062.29,LOC-KIL-001,STF-031,Fair,2025-01-28,2025-01-02,Sold,94000.0,
AST-0134,CDFT-0134,Generator,Office Equipment,GRT-2024-001,PRJ-2024-002,2024-12-28,3421000.0,TZS,5,Straight Line,2902113.21,LOC-MAN-001,STF-028,Good,2025-07-27,,,,DA-GRT-2024-001-134
AST-0135,CDFT-0135,Rapid Test Kit Storage Fridge,Medical Equipment,GRT-2023-002,PRJ-2023-012,2023-02-27,2070000.0,TZS,5,Straight Line,996603.7,LOC-KIL-003,STF-037,Poor,2025-07-04,,,,DA-GRT-2023-002-135
AST-0136,CDFT-0136,Satellite Phone,Communication,GRT-2023-001,PRJ-2023-001,2021-05-27,728000.0,TZS,3,Straight Line,0.0,LOC-ARU-004,STF-085,Fair,2025-01-09,,,,
AST-0137,CDFT-0137,HP Desktop Computer,IT Equipment,GRT-2023-005,PRJ-2023-010,2023-07-23,1173000.0,TZS,3,Straight Line,315529.77,LOC-ARU-004,STF-066,Poor,2025-08-06,,,,
AST-0138,CDFT-0138,Microscope,Medical Equipment,GRT-2023-004,PRJ-2023-008,2022-01-16,1752000.0,TZS,5,Straight Line,453049.69,LOC-MAN-004,STF-031,Good,2025-01-04,,,,DA-GRT-2023-004-138
AST-0139,CDFT-0139,Executive Office Desk,Furniture,GRT-2023-002,PRJ-2023-012,2024-03-26,640000.0,TZS,5,Straight Line,445853.52,LOC-MAN-002,STF-062,Good,2025-01-18,,,,DA-GRT-2023-002-139
AST-0140,CDFT-0140,Dell Laptop Computer,IT Equipment,GRT-2022-003,PRJ-2023-003,2021-10-18,1910000.0,TZS,3,Straight Line,0.0,LOC-ARU-001,STF-060,Fair,2025-09-27,,,,
AST-0141,CDFT-0141,Irrigation Pump,Agricultural Equipment,GRT-2022-003,PRJ-2023-003,2022-05-18,1681000.0,TZS,5,Straight Line,546986.58,LOC-MAN-001,STF-103,Good,2025-02-09,,,,
AST-0142,CDFT-0142,Air Conditioner,Office Equipment,GRT-2024-001,PRJ-2024-002,2024-01-01,988000.0,TZS,5,Straight Line,642301.44,LOC-MAN-001,STF-116,Poor,2025-01-06,,,,
AST-0143,CDFT-0143,Conference Table,Furniture,GRT-2024-001,PRJ-2024-001,2022-08-16,1187000.0,TZS,5,Straight Line,444739.08,LOC-MAN-002,STF-096,Good,2025-01-19,,,,
AST-0144,CDFT-0144,Generator,Office Equipment,GRT-2023-001,PRJ-2023-011,2024-03-30,3210000.0,TZS,5,Straight Line,2243264.89,LOC-ARU-001,STF-104,Good,2025-01-27,,,,DA-GRT-2023-001-144
AST-0145,CDFT-0145,Toyota Land Cruiser 4x4,Vehicle,GRT-2022-003,PRJ-2023-003,2021-09-17,41808000.0,TZS,5,Straight Line,8041100.62,LOC-ARU-001,STF-033,Fair,2025-02-09,,,,
AST-0146,CDFT-0146,Executive Office Desk,Furniture,GRT-2023-004,PRJ-2023-009,2021-01-30,601000.0,TZS,5,Straight Line,39902.12,LOC-MAN-002,STF-095,Fair,2025-02-27,,,,
AST-0147,CDFT-0147,Microscope,Medical Equipment,GRT-2023-003,PRJ-2023-006,2022-06-20,1740000.0,TZS,5,Straight Line,597626.28,LOC-MAN-001,STF-111,Poor,2025-05-01,,,,
AST-0148,CDFT-0148,Toyota Hiace Minibus,Vehicle,GRT-2023-003,PRJ-2023-013,2021-11-12,34589000.0,TZS,5,Straight Line,7713275.98,LOC-ARU-003,STF-099,Poor,2025-09-11,,,,
AST-0149,CDFT-0149,Satellite Phone,Communication,GRT-2023-003,PRJ-2023-006,2022-03-08,848000.0,TZS,3,Straight Line,0.0,LOC-ARU-001,STF-097,Fair,2025-06-26,,,,DA-GRT-2023-003-149
AST-0150,CDFT-0150,Toyota Hilux Double Cab,Vehicle,GRT-2024-002,PRJ-2024-004,2023-09-03,28013000.0,TZS,5,Straight Line,16370636.14,LOC-MAN-001,STF-030,Good,2025-09-01,,,,
AST-0151,CDFT-0151,Radio Set VHF,Communication,GRT-2023-004,PRJ-2023-009,2021-10-25,634000.0,TZS,5,Straight Line,135131.83,LOC-MAN-003,STF-041,Fair,2025-08-11,2025-04-04,Donated,,DA-GRT-2023-004-151
AST-0152,CDFT-0152,Satellite Phone,Communication,GRT-2023-002,PRJ-2023-004,2023-12-25,1046000.0,TZS,3,Straight Line,429330.14,LOC-ARU-003,STF-079,Fair,2025-07-01,,,,DA-GRT-2023-002-152
AST-0153,CDFT-0153,Executive Office Desk,Furniture,GRT-2023-004,PRJ-2023-009,2021-07-21,618000.0,TZS,5,Straight Line,99235.32,LOC-MAN-003,STF-096,Good,2025-07-20,,,,
AST-0154,CDFT-0154,Satellite Phone,Communication,GRT-2021-001,PRJ-2023-007,2023-12-01,905000.0,TZS,3,Straight Line,351634.73,LOC-KIL-001,STF-087,Good,2025-04-03,,,,
AST-0155,CDFT-0155,Toyota Hiace Minibus,Vehicle,GRT-2023-002,PRJ-2023-004,2023-12-12,22551000.0,TZS,5,Straight Line,14413500.21,LOC-MAN-004,STF-037,Good,2025-08-17,,,,
AST-0156,CDFT-0156,Toyota Hilux Double Cab,Vehicle,GRT-2022-003,PRJ-2023-003,2021-04-27,25941000.0,TZS,5,Straight Line,2958090.76,LOC-MAN-003,STF-016,Fair,2025-04-22,,,,DA-GRT-2022-003-156
AST-0157,CDFT-0157,Dell Laptop Computer,IT Equipment,GRT-2023-003,PRJ-2023-013,2021-09-24,1510000.0,TZS,3,Straight Line,0.0,LOC-MAN-004,STF-024,Good,2025-04-05,,,,
AST-0158,CDFT-0158,Microscope,Medical Equipment,GRT-2022-003,PRJ-2023-003,2024-08-01,1975000.0,TZS,5,Straight Line,1514301.85,LOC-MAN-004,STF-116,Good,2025-05-22,,,,DA-GRT-2022-003-158
AST-0159,CDFT-0159,Conference Table,Furniture,GRT-2022-003,PRJ-2023-003,2022-07-22,1099000.0,TZS,5,Straight Line,396723.2,LOC-ARU-002,STF-008,Poor,2025-02-01,,,,
AST-0160,CDFT-0160,Executive Office Desk,Furniture,GRT-2022-003,PRJ-2023-003,2023-10-05,572000.0,TZS,5,Straight Line,344296.24,LOC-ARU-004,STF-014,Good,2025-07-21,,,,
AST-0161,CDFT-0161,Weighing Scale,Medical Equipment,GRT-2023-002,PRJ-2023-004,2023-06-24,162000.0,TZS,5,Straight Line,88373.72,LOC-KIL-002,STF-010,Fair,2025-05-13,,,,
AST-0162,CDFT-0162,Executive Office Desk,Furniture,GRT-2023-001,PRJ-2023-001,2023-10-17,747000.0,TZS,5,Straight Line,454540.04,LOC-MAN-003,STF-050,Good,2025-01-01,,,,
AST-0163,CDFT-0163,Radio Set VHF,Communication,GRT-2024-002,PRJ-2024-004,2024-03-22,616000.0,TZS,5,Straight Line,427784.8,LOC-ARU-004,STF-062,Good,2025-09-21,,,,
AST-0164,CDFT-0164,Toyota Hiace Minibus,Vehicle,GRT-2023-001,PRJ-2023-001,2023-02-27,29206000.0,TZS,5,Straight Line,14061259.69,LOC-MAN-001,STF-120,Fair,2025-09-04,,,,DA-GRT-2023-001-164
AST-0165,CDFT-0165,Conference Table,Furniture,GRT-2024-002,PRJ-2024-004,2021-04-24,1328000.0,TZS,5,Straight Line,149252.29,LOC-ARU-002,STF-011,Fair,2025-02-16,,,,DA-GRT-2024-002-165
AST-0166,CDFT-0166,Office Chair,Furniture,GRT-2023-003,PRJ-2023-006,2024-02-10,306000.0,TZS,5,Straight Line,205633.68,LOC-ARU-001,STF-090,Good,2025-07-16,,,,
AST-0167,CDFT-0167,Dell Laptop Computer,IT Equipment,GRT-2024-002,PRJ-2024-003,2023-09-24,1951000.0,TZS,3,Straight Line,636979.47,LOC-KIL-003,STF-005,Good,2025-08-13,,,,
AST-0168,CDFT-0168,Generator,Office Equipment,GRT-2024-002,PRJ-2024-004,2021-05-10,3176000.0,TZS,5,Straight Line,384772.07,LOC-ARU-004,STF-003,Poor,2025-06-07,,,,
AST-0169,CDFT-0169,Toyota Hilux Double Cab,Vehicle,GRT-2023-001,PRJ-2023-002,2023-04-11,30463000.0,TZS,5,Straight Line,15383710.75,LOC-MAN-003,STF-067,Good,2025-04-19,,,,
AST-0170,CDFT-0170,Satellite Phone,Communication,GRT-2023-002,PRJ-2023-012,2021-11-02,1013000.0,TZS,3,Straight Line,0.0,LOC-KIL-001,STF-095,Fair,2025-04-30,,,,
AST-0171,CDFT-0171,Water Dispenser,Office Equipment,GRT-2023-003,PRJ-2023-013,2021-04-04,283000.0,TZS,3,Straight Line,0.0,LOC-KIL-002,STF-059,Good,2025-03-08,2024-02-21,Transferred to Government,,DA-GRT-2023-003-171
AST-0172,CDFT-0172,Generator,Office Equipment,GRT-2023-002,PRJ-2023-004,2021-08-22,2901000.0,TZS,5,Straight Line,516659.96,LOC-KIL-004,STF-055,Good,2025-04-23,,,,
AST-0173,CDFT-0173,Satellite Phone,Communication,GRT-2023-002,PRJ-2023-004,2024-11-02,834000.0,TZS,3,Straight Line,580546.2,LOC-KIL-004,STF-098,Fair,2025-03-12,,,,
AST-0174,CDFT-0174,Canon Printer,IT Equipment,GRT-2023-002,PRJ-2023-004,2022-07-15,808000.0,TZS,3,Straight Line,0.0,LOC-ARU-002,STF-071,Good,2025-08-01,,,,
AST-0175,CDFT-0175,UPS Battery Backup,IT Equipment,GRT-2023-001,PRJ-2023-002,2021-10-01,547000.0,TZS,3,Straight Line,0.0,LOC-KIL-001,STF-113,Good,2025-07-12,,,,
AST-0176,CDFT-0176,Toyota Land Cruiser 4x4,Vehicle,GRT-2022-003,PRJ-2023-003,2024-12-18,36146000.0,TZS,5,Straight Line,30465560.85,LOC-ARU-004,STF-089,Fair,2025-05-26,,,,
AST-0177,CDFT-0177,HP Desktop Computer,IT Equipment,GRT-2024-004,PRJ-2024-006,2023-07-12,1523000.0,TZS,3,Straight Line,394388.55,LOC-MAN-002,STF-089,Good,2025-05-03,,,,
AST-0178,CDFT-0178,Canon Printer,IT Equipment,GRT-2023-003,PRJ-2023-013,2021-06-30,954000.0,TZS,3,Straight Line,0.0,LOC-KIL-001,STF-072,Fair,2025-06-04,,,,
AST-0179,CDFT-0179,Dell Laptop Computer,IT Equipment,GRT-2023-002,PRJ-2023-004,2024-06-21,2239000.0,TZS,3,Straight Line,1284755.87,LOC-MAN-003,STF-085,Good,2025-09-17,,,,
AST-0180,CDFT-0180,Toyota Hilux Double Cab,Vehicle,GRT-2022-004,PRJ-2023-005,2024-11-04,28390000.0,TZS,5,Straight Line,23244433.95,LOC-KIL-003,STF-086,Poor,2025-08-31,,,,DA-GRT-2022-004-180
AST-0181,CDFT-0181,Toyota Hilux Double Cab,Vehicle,GRT-2024-001,PRJ-2024-001,2022-03-06,34886000.0,TZS,5,Straight Line,9957195.07,LOC-ARU-004,STF-006,Good,2025-05-09,,,,
AST-0182,CDFT-0182,Toyota Hilux Double Cab,Vehicle,GRT-2023-003,PRJ-2023-006,2021-11-20,38918000.0,TZS,5,Straight Line,8849116.77,LOC-KIL-002,STF-010,Poor,2025-01-15,,,,DA-GRT-2023-003-182
AST-0183,CDFT-0183,Microscope,Medical Equipment,GRT-2024-001,PRJ-2024-002,2023-05-09,1920000.0,TZS,5,Straight Line,999030.8,LOC-KIL-002,STF-042,Good,2025-06-16,,,,
AST-0184,CDFT-0184,UPS Battery Backup,IT Equipment,GRT-2021-001,PRJ-2023-007,2023-02-09,509000.0,TZS,3,Straight Line,60736.25,LOC-ARU-004,STF-007,Good,2025-02-07,,,,DA-GRT-2021-001-184
AST-0185,CDFT-0185,HP Desktop Computer,IT Equipment,GRT-2023-003,PRJ-2023-013,2023-07-21,1256000.0,TZS,3,Straight Line,335563.77,LOC-ARU-004,STF-093,Good,2025-07-18,,,,
AST-0186,CDFT-0186,Steel Filing Cabinet,Furniture,GRT-2021-001,PRJ-2023-007,2022-11-19,471000.0,TZS,5,Straight Line,200972.9,LOC-KIL-001,STF-036,Good,2025-01-17,,,,
AST-0187,CDFT-0187,Microscope,Medical Equipment,GRT-2023-003,PRJ-2023-006,2025-04-07,1811000.0,TZS,5,Straight Line,1635478.03,LOC-MAN-002,STF-021,Good,2025-04-23,,,,DA-GRT-2023-003-187
AST-0188,CDFT-0188,Water Dispenser,Office Equipment,GRT-2023-003,PRJ-2023-006,2024-03-29,430000.0,TZS,3,Straight Line,213773.67,LOC-MAN-001,STF-063,Fair,2025-04-28,,,,DA-GRT-2023-003-188
AST-0189,CDFT-0189,Projector - Epson,IT Equipment,GRT-2024-003,PRJ-2024-005,2022-07-26,1279000.0,TZS,3,Straight Line,0.0,LOC-KIL-004,STF-032,Good,2025-08-08,,,,
AST-0190,CDFT-0190,Generator,Office Equipment,GRT-2024-001,PRJ-2024-007,2021-11-02,3150000.0,TZS,5,Straight Line,685195.07,LOC-KIL-001,STF-006,Fair,2025-01-03,,,,DA-GRT-2024-001-190
AST-0191,CDFT-0191,Irrigation Pump,Agricultural Equipment,GRT-2024-004,PRJ-2024-006,2023-03-19,1141000.0,TZS,5,Straight Line,561831.21,LOC-KIL-004,STF-011,Good,2025-02-20,,,,
AST-0192,CDFT-0192,Toyota Land Cruiser 4x4,Vehicle,GRT-2023-005,PRJ-2023-010,2022-03-23,50036000.0,TZS,5,Straight Line,14747092.13,LOC-MAN-003,STF-012,Good,2025-07-03,,,,
AST-0193,CDFT-0193,Satellite Phone,Communication,GRT-2024-003,PRJ-2024-005,2024-03-14,797000.0,TZS,3,Straight Line,385316.68,LOC-ARU-004,STF-099,Fair,2025-01-13,,,,
AST-0194,CDFT-0194,Radio Set VHF,Communication,GRT-2024-002,PRJ-2024-003,2024-07-07,639000.0,TZS,5,Straight Line,481196.3,LOC-KIL-002,STF-050,Good,2025-01-01,,,,DA-GRT-2024-002-194
AST-0195,CDFT-0195,Conference Table,Furniture,GRT-2024-001,PRJ-2024-001,2023-05-23,1247000.0,TZS,5,Straight Line,658409.17,LOC-MAN-002,STF-070,Poor,2025-05-19,,,,
AST-0196,CDFT-0196,Projector - Epson,IT Equipment,GRT-2022-003,PRJ-2023-003,2024-06-24,1385000.0,TZS,3,Straight Line,798515.86,LOC-MAN-003,STF-047,Good,2025-01-29,,,,DA-GRT-2022-003-196
AST-0197,CDFT-0197,Dell Laptop Computer,IT Equipment,GRT-2024-003,PRJ-2024-005,2024-06-21,1750000.0,TZS,3,Straight Line,1004163.81,LOC-MAN-003,STF-072,Good,2025-07-07,,,,DA-GRT-2024-003-197
AST-0198,CDFT-0198,Grain Storage Silo,Agricultural Equipment,GRT-2021-001,PRJ-2023-007,2021-10-11,3134000.0,TZS,10,Straight Line,1888980.42,LOC-MAN-003,STF-062,Good,2025-05-03,,,,DA-GRT-2021-001-198
AST-0199,CDFT-0199,Generator,Office Equipment,GRT-2021-001,PRJ-2023-007,2025-03-23,4172000.0,TZS,5,Straight Line,3733383.16,LOC-ARU-001,STF-065,Fair,2025-04-26,,,,DA-GRT-2021-001-199
AST-0200,CDFT-0200,Executive Office Desk,Furniture,GRT-2024-002,PRJ-2024-003,2022-12-09,536000.0,TZS,5,Straight Line,234577.96,LOC-KIL-002,STF-061,Good,2025-09-06,,,,DA-GRT-2024-002-200
AST-0201,CDFT-0201,Satellite Phone,Communication,GRT-2024-001,PRJ-2024-001,2023-07-15,996000.0,TZS,3,Straight Line,260646.13,LOC-MAN-004,STF-104,Fair,2025-07-08,,,,DA-GRT-2024-001-201
AST-0202,CDFT-0202,Toyota Hiace Minibus,Vehicle,GRT-2024-003,PRJ-2024-005,2021-06-28,24773000.0,TZS,5,Straight Line,3665929.23,LOC-ARU-001,STF-010,Good,2025-07-20,,,,
AST-0203,CDFT-0203,Executive Office Desk,Furniture,GRT-2022-004,PRJ-2023-005,2023-10-14,553000.0,TZS,5,Straight Line,335585.08,LOC-MAN-003,STF-003,Good,2025-04-15,,,,
AST-0204,CDFT-0204,Satellite Phone,Communication,GRT-2022-004,PRJ-2023-005,2023-08-29,887000.0,TZS,3,Straight Line,268548.71,LOC-MAN-003,STF-003,Good,2025-08-04,,,,
AST-0205,CDFT-0205,Toyota Hiace Minibus,Vehicle,GRT-2023-004,PRJ-2023-008,2023-12-01,22678000.0,TZS,5,Straight Line,14358076.66,LOC-ARU-002,STF-084,Fair,2025-06-21,,,,DA-GRT-2023-004-205
AST-0206,CDFT-0206,Conference Table,Furniture,GRT-2024-004,PRJ-2024-006,2024-01-29,1223000.0,TZS,5,Straight Line,813826.56,LOC-KIL-003,STF-115,Good,2025-08-23,,,,DA-GRT-2024-004-206
AST-0207,CDFT-0207,Canon Printer,IT Equipment,GRT-2023-004,PRJ-2023-008,2023-09-19,982000.0,TZS,3,Straight Line,316130.96,LOC-KIL-001,STF-019,Good,2025-05-28,,,,
AST-0208,CDFT-0208,Microscope,Medical Equipment,GRT-2023-003,PRJ-2023-013,2021-11-26,2215000.0,TZS,5,Straight Line,510920.6,LOC-KIL-003,STF-108,Fair,2025-05-27,,,,DA-GRT-2023-003-208
AST-0209,CDFT-0209,Satellite Phone,Communication,GRT-2023-003,PRJ-2023-006,2022-05-03,984000.0,TZS,3,Straight Line,0.0,LOC-MAN-002,STF-017,Good,2025-01-22,,,,
AST-0210,CDFT-0210,Steel Filing Cabinet,Furniture,GRT-2023-002,PRJ-2023-012,2024-12-19,336000.0,TZS,5,Straight Line,283380.7,LOC-KIL-003,STF-048,Good,2025-06-12,,,,
AST-0211,CDFT-0211,Canon Printer,IT Equipment,GRT-2023-002,PRJ-2023-004,2021-02-21,884000.0,TZS,3,Straight Line,0.0,LOC-ARU-004,STF-119,Good,2025-09-13,,,,
AST-0212,CDFT-0212,Toyota Land Cruiser 4x4,Vehicle,GRT-2023-002,PRJ-2023-012,2023-11-06,55646000.0,TZS,5,Straight Line,34469288.16,LOC-ARU-001,STF-097,Good,2025-06-01,,,,DA-GRT-2023-002-212
AST-0213,CDFT-0213,Generator,Office Equipment,GRT-2024-001,PRJ-2024-007,2025-02-01,3850000.0,TZS,5,Straight Line,3339828.88,LOC-MAN-004,STF-062,Good,2025-06-23,,,,DA-GRT-2024-001-213
AST-0214,CDFT-0214,HP Desktop Computer,IT Equipment,GRT-2023-002,PRJ-2023-004,2022-09-23,1547000.0,TZS,3,Straight Line,0.0,LOC-KIL-004,STF-058,Good,2025-07-25,,,,
AST-0215,CDFT-0215,Conference Table,Furniture,GRT-2021-001,PRJ-2023-007,2024-04-09,990000.0,TZS,5,Straight Line,697268.99,LOC-ARU-001,STF-026,Fair,2025-04-24,,,,
AST-0216,CDFT-0216,Grain Storage Silo,Agricultural Equipment,GRT-2022-003,PRJ-2023-003,2023-11-15,3310000.0,TZS,10,Straight Line,2688327.17,LOC-MAN-002,STF-078,Good,2025-04-10,,,,
AST-0217,CDFT-0217,Toyota Hilux Double Cab,Vehicle,GRT-2024-002,PRJ-2024-003,2023-03-26,38682000.0,TZS,5,Straight Line,19195379.88,LOC-ARU-002,STF-002,Good,2025-08-07,,,,
AST-0218,CDFT-0218,Steel Filing Cabinet,Furniture,GRT-2024-003,PRJ-2024-005,2024-02-23,357000.0,TZS,5,Straight Line,242447.23,LOC-ARU-004,STF-095,Good,2025-04-21,,,,DA-GRT-2024-003-218
AST-0219,CDFT-0219,Microscope,Medical Equipment,GRT-2023-005,PRJ-2023-010,2025-02-01,1674000.0,TZS,5,Straight Line,1452174.95,LOC-MAN-002,STF-012,Good,2025-03-13,,,,
AST-0220,CDFT-0220,Office Chair,Furniture,GRT-2024-004,PRJ-2024-006,2022-11-18,284000.0,TZS,5,Straight Line,121025.6,LOC-ARU-003,STF-082,Good,2025-07-12,,,,DA-GRT-2024-004-220
AST-0221,CDFT-0221,Weighing Scale,Medical Equipment,GRT-2024-003,PRJ-2024-005,2024-12-25,158000.0,TZS,5,Straight Line,133775.5,LOC-ARU-003,STF-038,Fair,2025-03-12,,,,
AST-0222,CDFT-0222,Toyota Hilux Double Cab,Vehicle,GRT-2024-001,PRJ-2024-001,2024-04-13,37448000.0,TZS,5,Straight Line,26457101.71,LOC-ARU-004,STF-029,Good,2025-09-10,,,,
AST-0223,CDFT-0223,Toyota Land Cruiser 4x4,Vehicle,GRT-2024-001,PRJ-2024-001,2024-08-04,39119000.0,TZS,5,Straight Line,30058172.07,LOC-MAN-003,STF-115,Poor,2025-08-30,,,,
AST-0224,CDFT-0224,Canon Printer,IT Equipment,GRT-2023-004,PRJ-2023-008,2021-02-28,868000.0,TZS,3,Straight Line,0.0,LOC-KIL-002,STF-077,Good,2025-05-22,,,,DA-GRT-2023-004-224
AST-0225,CDFT-0225,Generator,Office Equipment,GRT-2023-005,PRJ-2023-010,2022-06-13,3557000.0,TZS,5,Straight Line,1208065.3,LOC-KIL-002,STF-048,Fair,2025-09-01,,,,
AST-0226,CDFT-0226,Generator,Office Equipment,GRT-2023-004,PRJ-2023-009,2021-11-30,2828000.0,TZS,5,Straight Line,658511.7,LOC-ARU-004,STF-113,Fair,2025-01-30,,,,DA-GRT-2023-004-226
AST-0227,CDFT-0227,Steel Filing Cabinet,Furniture,GRT-2023-004,PRJ-2023-009,2023-01-10,332000.0,TZS,5,Straight Line,151115.67,LOC-MAN-003,STF-024,Good,2025-07-02,2024-10-25,Sold,54000.0,DA-GRT-2023-004-227
AST-0228,CDFT-0228,Air Conditioner,Office Equipment,GRT-2023-002,PRJ-2023-012,2022-10-23,1366000.0,TZS,5,Straight Line,562668.58,LOC-MAN-003,STF-103,Poor,2025-06-11,,,,
AST-0229,CDFT-0229,Satellite Phone,Communication,GRT-2024-002,PRJ-2024-003,2021-07-16,947000.0,TZS,3,Straight Line,0.0,LOC-KIL-001,STF-018,Fair,2025-06-30,,,,
AST-0230,CDFT-0230,Steel Filing Cabinet,Furniture,GRT-2023-005,PRJ-2023-010,2022-11-28,437000.0,TZS,5,Straight Line,188618.89,LOC-MAN-001,STF-029,Good,2025-02-22,,,,DA-GRT-2023-005-230
AST-0231,CDFT-0231,Grain Storage Silo,Agricultural Equipment,GRT-2024-004,PRJ-2024-006,2023-12-26,3013000.0,TZS,10,Straight Line,2480930.18,LOC-KIL-002,STF-015,Fair,2025-02-28,,,,DA-GRT-2024-004-231
AST-0232,CDFT-0232,Toyota Land Cruiser 4x4,Vehicle,GRT-2024-001,PRJ-2024-001,2024-11-16,45710000.0,TZS,5,Straight Line,37725611.23,LOC-MAN-002,STF-067,Good,2025-03-13,,,,DA-GRT-2024-001-232
AST-0233,CDFT-0233,Conference Table,Furniture,GRT-2024-001,PRJ-2024-001,2021-02-28,1053000.0,TZS,5,Straight Line,86632.85,LOC-MAN-004,STF-019,Fair,2025-03-02,,,,DA-GRT-2024-001-233
AST-0234,CDFT-0234,Office Chair,Furniture,GRT-2022-004,PRJ-2023-005,2021-06-10,240000.0,TZS,5,Straight Line,33149.9,LOC-ARU-004,STF-097,Good,2025-02-27,,,,
AST-0235,CDFT-0235,Projector - Epson,IT Equipment,GRT-2024-004,PRJ-2024-006,2024-04-29,1018000.0,TZS,3,Straight Line,534897.1,LOC-ARU-001,STF-006,Good,2025-08-29,,,,
AST-0236,CDFT-0236,Satellite Phone,Communication,GRT-2023-002,PRJ-2023-004,2025-05-22,684000.0,TZS,3,Straight Line,601601.64,LOC-KIL-004,STF-024,Good,2025-04-16,,,,DA-GRT-2023-002-236
AST-0237,CDFT-0237,Toyota Land Cruiser 4x4,Vehicle,GRT-2023-004,PRJ-2023-009,2024-04-02,37838000.0,TZS,5,Straight Line,26504729.09,LOC-MAN-001,STF-100,Good,2025-06-30,,,,DA-GRT-2023-004-237
AST-0238,CDFT-0238,UPS Battery Backup,IT Equipment,GRT-2022-003,PRJ-2023-003,2021-07-22,462000.0,TZS,3,Straight Line,0.0,LOC-MAN-004,STF-025,Poor,2025-01-08,,,,DA-GRT-2022-003-238
AST-0239,CDFT-0239,Canon Printer,IT Equipment,GRT-2023-002,PRJ-2023-012,2021-01-09,1025000.0,TZS,3,Straight Line,0.0,LOC-MAN-001,STF-109,Fair,2025-02-20,,,,DA-GRT-2023-002-239
AST-0240,CDFT-0240,Steel Filing Cabinet,Furniture,GRT-2023-003,PRJ-2023-006,2023-06-20,423000.0,TZS,5,Straight Line,229827.1,LOC-ARU-002,STF-049,Fair,2025-02-24,,,,
AST-0241,CDFT-0241,Irrigation Pump,Agricultural Equipment,GRT-2023-002,PRJ-2023-004,2025-04-09,1263000.0,TZS,5,Straight Line,1141973.31,LOC-MAN-001,STF-018,Good,2025-03-05,,,,
