allocation_id,grant_id,project_id,budget_line_id,activity_id,period_id,original_amount,revised_amount,currency,version,virement_reference,approved_by,approval_date,notes
BGA-0200,GRT-2023-002,PRJ-2023-004,BDL-0041,ACT-0017,FP-2025-08,1770.15,1770.15,USD,1,,,,
BGA-0201,GRT-2023-002,PRJ-2023-004,BDL-0041,ACT-0015,FP-2025-09,1395.34,1395.34,USD,1,,,,
BGA-0202,GRT-2023-002,PRJ-2023-004,BDL-0041,ACT-0017,FP-2025-10,865.0,865.0,USD,1,,,,
BGA-0203,GRT-2023-002,PRJ-2023-004,BDL-0041,ACT-0016,FP-2025-11,930.3,930.3,USD,1,,,,
BGA-0204,GRT-2023-002,PRJ-2023-004,BDL-0041,ACT-0016,FP-2025-12,1074.74,1074.74,USD,1,,,,
BGA-0205,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0016,FP-2025-01,3718.31,3718.31,USD,1,,,,
BGA-0206,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0015,FP-2025-02,3262.31,3262.31,USD,1,,,,
BGA-0207,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0015,FP-2025-03,2876.68,2876.68,USD,1,,,,
BGA-0208,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0015,FP-2025-04,5219.0,5219.0,USD,1,,,,
BGA-0209,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0015,FP-2025-05,4528.56,4528.56,USD,1,,,,
BGA-0210,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0017,FP-2025-06,4051.4,4051.4,USD,1,,,,
BGA-0211,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0017,FP-2025-07,4162.93,4500.45,USD,2,VIR-2025-036,STF-001,2025-05-03,Quarterly reallocation
BGA-0212,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0016,FP-2025-08,4508.57,4508.57,USD,1,,,,
BGA-0213,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0015,FP-2025-09,6035.59,6883.71,USD,2,VIR-2025-008,STF-003,2025-07-13,Quarterly reallocation
BGA-0214,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0017,FP-2025-10,3162.34,3162.34,USD,1,,,,
BGA-0215,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0015,FP-2025-11,3449.17,3449.17,USD,1,,,,
BGA-0216,GRT-2023-002,PRJ-2023-004,BDL-0024,ACT-0016,FP-2025-12,3255.66,3255.66,USD,1,,,,
BGA-0217,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0016,FP-2025-01,581.49,581.49,USD,1,,,,
BGA-0218,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0016,FP-2025-02,533.23,533.23,USD,1,,,,
BGA-0219,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0017,FP-2025-03,581.43,581.43,USD,1,,,,
BGA-0220,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0015,FP-2025-04,815.15,815.15,USD,1,,,,
BGA-0221,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0017,FP-2025-05,782.54,782.54,USD,1,,,,
BGA-0222,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0015,FP-2025-06,945.4,945.4,USD,1,,,,
BGA-0223,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0017,FP-2025-07,852.86,852.86,USD,1,,,,
BGA-0224,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0015,FP-2025-08,1026.11,1026.11,USD,1,,,,
BGA-0225,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0015,FP-2025-09,878.93,878.93,USD,1,,,,
BGA-0226,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0017,FP-2025-10,589.28,589.28,USD,1,,,,
BGA-0227,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0016,FP-2025-11,551.15,551.15,USD,1,,,,
BGA-0228,GRT-2023-002,PRJ-2023-004,BDL-0026,ACT-0016,FP-2025-12,699.44,699.44,USD,1,,,,
BGA-0229,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0016,FP-2025-01,1663.08,1663.08,USD,1,,,,
BGA-0230,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0016,FP-2025-02,1466.03,1466.03,USD,1,,,,
BGA-0231,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0017,FP-2025-03,1476.02,1476.02,USD,1,,,,
BGA-0232,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0015,FP-2025-04,2797.98,2797.98,USD,1,,,,
BGA-0233,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0015,FP-2025-05,2786.58,2786.58,USD,1,,,,
BGA-0234,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0015,FP-2025-06,2282.48,2282.48,USD,1,,,,
BGA-0235,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0015,FP-2025-07,2236.12,2236.12,USD,1,,,,
BGA-0236,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0017,FP-2025-08,2709.48,2709.48,USD,1,,,,
BGA-0237,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0016,FP-2025-09,2852.2,2852.2,USD,1,,,,
BGA-0238,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0017,FP-2025-10,1797.19,1865.32,USD,2,VIR-2025-001,STF-001,2025-05-16,Quarterly reallocation
BGA-0239,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0016,FP-2025-11,1839.71,1839.71,USD,1,,,,
BGA-0240,GRT-2023-002,PRJ-2023-004,BDL-0033,ACT-0017,FP-2025-12,1363.22,1363.22,USD,1,,,,
BGA-0241,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0019,FP-2025-01,354.4,354.4,TZS,1,,,,
BGA-0242,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0019,FP-2025-02,445.21,445.21,TZS,1,,,,
BGA-0243,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0019,FP-2025-03,328.79,328.79,TZS,1,,,,
BGA-0244,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0018,FP-2025-04,567.9,567.9,TZS,1,,,,
BGA-0245,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0018,FP-2025-05,509.22,509.22,TZS,1,,,,
BGA-0246,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0018,FP-2025-06,587.54,587.54,TZS,1,,,,
BGA-0247,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0020,FP-2025-07,529.72,529.72,TZS,1,,,,
BGA-0248,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0020,FP-2025-08,626.51,626.51,TZS,1,,,,
BGA-0249,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0019,FP-2025-09,549.43,549.43,TZS,1,,,,
BGA-0250,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0018,FP-2025-10,418.28,418.28,TZS,1,,,,
BGA-0251,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0018,FP-2025-11,457.79,457.79,TZS,1,,,,
BGA-0252,GRT-2022-004,PRJ-2023-005,BDL-0132,ACT-0020,FP-2025-12,349.72,349.72,TZS,1,,,,
BGA-0253,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0018,FP-2025-01,322.06,344.96,TZS,2,VIR-2025-018,STF-003,2025-05-25,Quarterly reallocation
BGA-0254,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0019,FP-2025-02,345.82,345.82,TZS,1,,,,
BGA-0255,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0018,FP-2025-03,262.24,262.24,TZS,1,,,,
BGA-0256,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0019,FP-2025-04,501.3,501.3,TZS,1,,,,
BGA-0257,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0020,FP-2025-05,533.47,533.47,TZS,1,,,,
BGA-0258,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0019,FP-2025-06,408.08,408.08,TZS,1,,,,
BGA-0259,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0019,FP-2025-07,557.25,557.25,TZS,1,,,,
BGA-0260,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0020,FP-2025-08,573.61,573.61,TZS,1,,,,
BGA-0261,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0019,FP-2025-09,567.06,567.06,TZS,1,,,,
BGA-0262,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0018,FP-2025-10,267.19,267.19,TZS,1,,,,
BGA-0263,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0020,FP-2025-11,304.51,304.51,TZS,1,,,,
BGA-0264,GRT-2022-004,PRJ-2023-005,BDL-0124,ACT-0018,FP-2025-12,311.81,311.81,TZS,1,,,,
BGA-0265,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0019,FP-2025-01,833.26,833.26,TZS,1,,,,
BGA-0266,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0019,FP-2025-02,787.86,787.86,TZS,1,,,,
BGA-0267,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0020,FP-2025-03,769.28,769.28,TZS,1,,,,
BGA-0268,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0019,FP-2025-04,1054.06,1054.06,TZS,1,,,,
BGA-0269,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0018,FP-2025-05,1239.17,1239.17,TZS,1,,,,
BGA-0270,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0020,FP-2025-06,1004.41,1004.41,TZS,1,,,,
BGA-0271,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0019,FP-2025-07,1090.36,1090.36,TZS,1,,,,
BGA-0272,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0019,FP-2025-08,1066.2,1078.12,TZS,2,VIR-2025-049,STF-002,2025-01-27,Quarterly reallocation
BGA-0273,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0019,FP-2025-09,1079.34,1079.34,TZS,1,,,,
BGA-0274,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0018,FP-2025-10,808.86,808.86,TZS,1,,,,
BGA-0275,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0018,FP-2025-11,640.98,640.98,TZS,1,,,,
BGA-0276,GRT-2022-004,PRJ-2023-005,BDL-0122,ACT-0019,FP-2025-12,821.5,821.5,TZS,1,,,,
BGA-0277,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0018,FP-2025-01,288.46,288.46,TZS,1,,,,
BGA-0278,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0018,FP-2025-02,390.59,390.59,TZS,1,,,,
BGA-0279,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0019,FP-2025-03,368.68,368.68,TZS,1,,,,
BGA-0280,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0019,FP-2025-04,435.38,435.38,TZS,1,,,,
BGA-0281,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0019,FP-2025-05,500.33,484.82,TZS,2,VIR-2025-020,STF-002,2025-07-20,Quarterly reallocation
BGA-0282,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0018,FP-2025-06,416.8,416.8,TZS,1,,,,
BGA-0283,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0020,FP-2025-07,624.04,624.04,TZS,1,,,,
BGA-0284,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0019,FP-2025-08,503.55,503.55,TZS,1,,,,
BGA-0285,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0020,FP-2025-09,460.26,460.26,TZS,1,,,,
BGA-0286,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0019,FP-2025-10,341.15,341.15,TZS,1,,,,
BGA-0287,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0020,FP-2025-11,334.67,334.67,TZS,1,,,,
BGA-0288,GRT-2022-004,PRJ-2023-005,BDL-0136,ACT-0019,FP-2025-12,426.34,426.34,TZS,1,,,,
BGA-0289,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0019,FP-2025-01,656.51,656.51,TZS,1,,,,
BGA-0290,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0019,FP-2025-02,583.62,583.62,TZS,1,,,,
BGA-0291,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0019,FP-2025-03,577.89,577.89,TZS,1,,,,
BGA-0292,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0019,FP-2025-04,1047.83,1047.83,TZS,1,,,,
BGA-0293,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0019,FP-2025-05,838.91,838.91,TZS,1,,,,
BGA-0294,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0018,FP-2025-06,835.02,835.02,TZS,1,,,,
BGA-0295,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0020,FP-2025-07,1045.98,1045.98,TZS,1,,,,
BGA-0296,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0020,FP-2025-08,1116.76,1133.96,TZS,2,VIR-2025-046,STF-001,2025-04-23,Quarterly reallocation
BGA-0297,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0018,FP-2025-09,1128.89,1128.89,TZS,1,,,,
BGA-0298,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0019,FP-2025-10,710.92,710.92,TZS,1,,,,
BGA-0299,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0019,FP-2025-11,674.11,674.11,TZS,1,,,,
BGA-0300,GRT-2022-004,PRJ-2023-005,BDL-0123,ACT-0020,FP-2025-12,565.42,565.42,TZS,1,,,,
BGA-0301,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0025,FP-2025-01,1446.25,1446.25,GBP,1,,,,
BGA-0302,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0024,FP-2025-02,1705.4,1705.4,GBP,1,,,,
BGA-0303,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0023,FP-2025-03,1483.82,1483.82,GBP,1,,,,
BGA-0304,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0025,FP-2025-04,2206.37,2206.37,GBP,1,,,,
BGA-0305,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0022,FP-2025-05,2154.55,2293.3,GBP,2,VIR-2025-023,STF-001,2025-06-15,Quarterly reallocation
BGA-0306,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0024,FP-2025-06,2133.72,2133.72,GBP,1,,,,
BGA-0307,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0024,FP-2025-07,2769.07,2769.07,GBP,1,,,,
BGA-0308,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0022,FP-2025-08,1965.58,2019.97,GBP,2,VIR-2025-034,STF-003,2025-05-29,Quarterly reallocation
BGA-0309,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0023,FP-2025-09,2508.53,2508.53,GBP,1,,,,
BGA-0310,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0025,FP-2025-10,1394.85,1394.85,GBP,1,,,,
BGA-0311,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0021,FP-2025-11,1569.45,1569.45,GBP,1,,,,
BGA-0312,GRT-2023-003,PRJ-2023-006,BDL-0074,ACT-0021,FP-2025-12,1448.31,1448.31,GBP,1,,,,
BGA-0313,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0022,FP-2025-01,717.89,717.89,GBP,1,,,,
BGA-0314,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0022,FP-2025-02,796.69,796.69,GBP,1,,,,
BGA-0315,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0021,FP-2025-03,855.31,855.31,GBP,1,,,,
BGA-0316,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0023,FP-2025-04,1158.04,1158.04,GBP,1,,,,
BGA-0317,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0021,FP-2025-05,981.83,889.19,GBP,2,VIR-2025-022,STF-003,2025-01-28,Quarterly reallocation
BGA-0318,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0022,FP-2025-06,1271.54,1271.54,GBP,1,,,,
BGA-0319,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0023,FP-2025-07,1365.72,1365.72,GBP,1,,,,
BGA-0320,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0022,FP-2025-08,1389.52,1389.52,GBP,1,,,,
BGA-0321,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0022,FP-2025-09,1518.66,1518.66,GBP,1,,,,
BGA-0322,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0021,FP-2025-10,895.81,895.81,GBP,1,,,,
BGA-0323,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0024,FP-2025-11,928.68,928.68,GBP,1,,,,
BGA-0324,GRT-2023-003,PRJ-2023-006,BDL-0073,ACT-0022,FP-2025-12,879.43,879.43,GBP,1,,,,
BGA-0325,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0021,FP-2025-01,340.68,340.68,GBP,1,,,,
BGA-0326,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0025,FP-2025-02,398.06,398.06,GBP,1,,,,
BGA-0327,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0024,FP-2025-03,337.77,337.77,GBP,1,,,,
BGA-0328,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0024,FP-2025-04,457.09,457.09,GBP,1,,,,
BGA-0329,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0025,FP-2025-05,546.56,546.56,GBP,1,,,,
BGA-0330,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0021,FP-2025-06,516.49,516.49,GBP,1,,,,
BGA-0331,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0025,FP-2025-07,580.21,580.21,GBP,1,,,,
BGA-0332,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0023,FP-2025-08,536.86,536.86,GBP,1,,,,
BGA-0333,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0022,FP-2025-09,721.25,721.25,GBP,1,,,,
BGA-0334,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0021,FP-2025-10,357.26,357.26,GBP,1,,,,
BGA-0335,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0025,FP-2025-11,337.16,337.16,GBP,1,,,,
BGA-0336,GRT-2023-003,PRJ-2023-006,BDL-0063,ACT-0025,FP-2025-12,368.89,368.89,GBP,1,,,,
BGA-0337,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0025,FP-2025-01,736.16,736.16,GBP,1,,,,
BGA-0338,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0022,FP-2025-02,831.81,831.81,GBP,1,,,,
BGA-0339,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0022,FP-2025-03,789.03,789.03,GBP,1,,,,
BGA-0340,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0025,FP-2025-04,945.61,945.61,GBP,1,,,,
BGA-0341,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0021,FP-2025-05,887.9,887.9,GBP,1,,,,
BGA-0342,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0024,FP-2025-06,1074.24,1074.24,GBP,1,,,,
BGA-0343,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0024,FP-2025-07,1464.5,1464.5,GBP,1,,,,
BGA-0344,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0024,FP-2025-08,1190.41,1190.41,GBP,1,,,,
BGA-0345,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0021,FP-2025-09,1229.73,1351.44,GBP,2,VIR-2025-015,STF-002,2025-01-09,Quarterly reallocation
BGA-0346,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0022,FP-2025-10,702.54,702.54,GBP,1,,,,
BGA-0347,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0024,FP-2025-11,858.77,858.77,GBP,1,,,,
BGA-0348,GRT-2023-003,PRJ-2023-006,BDL-0075,ACT-0021,FP-2025-12,787.43,787.43,GBP,1,,,,
BGA-0349,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0023,FP-2025-01,499.53,499.53,GBP,1,,,,
BGA-0350,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0024,FP-2025-02,559.92,559.92,GBP,1,,,,
BGA-0351,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0021,FP-2025-03,560.87,560.87,GBP,1,,,,
BGA-0352,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0022,FP-2025-04,843.69,843.69,GBP,1,,,,
BGA-0353,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0024,FP-2025-05,708.54,708.54,GBP,1,,,,
BGA-0354,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0021,FP-2025-06,697.78,697.78,GBP,1,,,,
BGA-0355,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0022,FP-2025-07,859.58,859.58,GBP,1,,,,
BGA-0356,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0023,FP-2025-08,778.81,778.81,GBP,1,,,,
BGA-0357,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0024,FP-2025-09,1008.29,1008.29,GBP,1,,,,
BGA-0358,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0022,FP-2025-10,477.09,477.09,GBP,1,,,,
BGA-0359,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0025,FP-2025-11,619.72,619.72,GBP,1,,,,
BGA-0360,GRT-2023-003,PRJ-2023-006,BDL-0080,ACT-0025,FP-2025-12,517.8,517.8,GBP,1,,,,
BGA-0361,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0026,FP-2025-01,955.14,955.14,GBP,1,,,,
BGA-0362,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0029,FP-2025-02,690.89,690.89,GBP,1,,,,
BGA-0363,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0027,FP-2025-03,944.26,944.26,GBP,1,,,,
BGA-0364,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0027,FP-2025-04,1223.53,1223.53,GBP,1,,,,
BGA-0365,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0029,FP-2025-05,1228.04,1228.04,GBP,1,,,,
BGA-0366,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0028,FP-2025-06,1127.53,1127.53,GBP,1,,,,
BGA-0367,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0026,FP-2025-07,1360.22,1360.22,GBP,1,,,,
BGA-0368,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0026,FP-2025-08,1363.23,1363.23,GBP,1,,,,
BGA-0369,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0028,FP-2025-09,1243.77,1243.77,GBP,1,,,,
BGA-0370,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0030,FP-2025-10,794.13,794.13,GBP,1,,,,
BGA-0371,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0026,FP-2025-11,647.83,647.83,GBP,1,,,,
BGA-0372,GRT-2021-001,PRJ-2023-007,BDL-0195,ACT-0028,FP-2025-12,883.5,883.5,GBP,1,,,,
BGA-0373,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0029,FP-2025-01,767.6,767.6,GBP,1,,,,
BGA-0374,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0027,FP-2025-02,597.31,597.31,GBP,1,,,,
BGA-0375,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0028,FP-2025-03,671.88,671.88,GBP,1,,,,
BGA-0376,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0030,FP-2025-04,881.46,881.46,GBP,1,,,,
BGA-0377,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0026,FP-2025-05,1075.51,1075.51,GBP,1,,,,
BGA-0378,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0029,FP-2025-06,771.43,771.43,GBP,1,,,,
BGA-0379,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0027,FP-2025-07,868.85,868.85,GBP,1,,,,
BGA-0380,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0029,FP-2025-08,1051.99,1000.0,GBP,2,VIR-2025-045,STF-001,2025-08-14,Quarterly reallocation
BGA-0381,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0028,FP-2025-09,1141.93,1141.93,GBP,1,,,,
BGA-0382,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0026,FP-2025-10,563.79,563.79,GBP,1,,,,
BGA-0383,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0027,FP-2025-11,638.79,638.79,GBP,1,,,,
BGA-0384,GRT-2021-001,PRJ-2023-007,BDL-0200,ACT-0027,FP-2025-12,552.59,552.59,GBP,1,,,,
BGA-0385,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0026,FP-2025-01,1573.63,1416.69,GBP,2,VIR-2025-031,STF-001,2025-02-03,Quarterly reallocation
BGA-0386,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0029,FP-2025-02,1680.16,1680.16,GBP,1,,,,
BGA-0387,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0026,FP-2025-03,1301.59,1301.59,GBP,1,,,,
BGA-0388,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0027,FP-2025-04,2709.97,2709.97,GBP,1,,,,
BGA-0389,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0026,FP-2025-05,2247.04,2247.04,GBP,1,,,,
BGA-0390,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0028,FP-2025-06,2476.54,2476.54,GBP,1,,,,
BGA-0391,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0029,FP-2025-07,2453.89,2453.89,GBP,1,,,,
BGA-0392,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0027,FP-2025-08,2874.59,2874.59,GBP,1,,,,
BGA-0393,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0026,FP-2025-09,2737.89,2737.89,GBP,1,,,,
BGA-0394,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0027,FP-2025-10,1639.24,1655.67,GBP,2,VIR-2025-047,STF-001,2025-06-10,Quarterly reallocation
BGA-0395,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0030,FP-2025-11,1780.3,1780.3,GBP,1,,,,
BGA-0396,GRT-2021-001,PRJ-2023-007,BDL-0199,ACT-0026,FP-2025-12,1740.33,1740.33,GBP,1,,,,
BGA-0397,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0026,FP-2025-01,841.07,841.07,GBP,1,,,,
BGA-0398,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0029,FP-2025-02,751.92,751.92,GBP,1,,,,
BGA-0399,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0028,FP-2025-03,672.05,672.05,GBP,1,,,,
BGA-0400,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0030,FP-2025-04,1075.07,1075.07,GBP,1,,,,
BGA-0401,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0026,FP-2025-05,1056.93,1056.93,GBP,1,,,,
BGA-0402,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0028,FP-2025-06,1157.7,1157.7,GBP,1,,,,
