expenditure_id,grant_id,project_id,activity_id,budget_line_id,account_id,cost_centre_id,location_id,period_id,transaction_date,transaction_type,vendor_id,staff_id,procurement_id,description,amount_original,original_currency,exchange_rate,amount_usd,amount_grant_currency,authorised_by,posted_by,posted_date,document_reference,payment_method,payment_reference,is_reversal,reversal_reference,notes
EXP-2025-02165,GRT-2024-003,PRJ-2024-005,ACT-0057,BDL-0176,ACC-5301,CC-PRG-HLT,LOC-ARU-004,FP-2025-04,2025-04-11,Medical Supplies,VND-0130,,,Medical Supplies - PRJ-2024-005 - Apr 2025,1297000.0,TZS,2516.43,515.41,515.41,STF-006,STF-006,2025-04-14,INV-2708-2025-2165,Bank Transfer,TRF-20250411-2165,False,,
EXP-2025-02166,GRT-2023-001,PRJ-2023-001,ACT-0005,BDL-0009,ACC-5203,CC-PRG-HLT,LOC-KIL-001,FP-2025-04,2025-04-20,Facilitator Fee,,STF-052,,Facilitator Fee - PRJ-2023-001 - Apr 2025,722000.0,TZS,2454.23,294.19,294.19,STF-007,STF-003,2025-04-25,INV-7236-2025-2166,Cash,CHQ-50149,False,,
EXP-2025-02167,GRT-2024-003,PRJ-2024-005,ACT-0059,BDL-0177,ACC-5401,CC-PRG-HLT,LOC-ARU-004,FP-2025-04,2025-04-24,Office Rent,,STF-010,,Office Rent - PRJ-2024-005 - Apr 2025,913000.0,TZS,2558.37,134.07,134.07,STF-007,STF-002,2025-04-28,INV-7814-2025-2167,Cash,CHQ-68631,False,,Potential duplicate entry
EXP-2025-02168,GRT-2023-002,PRJ-2023-012,ACT-0069,BDL-0025,ACC-5402,CC-PRG-EDU,LOC-ARU-001,FP-2025-04,2025-04-03,Utilities,,,,Utilities - PRJ-2023-012 - Apr 2025,509000.0,TZS,2497.06,203.84,203.84,STF-001,STF-004,2025-04-05,INV-2101-2025-2168,Cheque,CHQ-36416,False,,
EXP-2025-02169,GRT-2023-002,PRJ-2023-004,ACT-0017,BDL-0023,ACC-5001,CC-PRG-EDU,LOC-ARU-002,FP-2025-04,2025-04-07,Salary Payment,,STF-068,,Salary Payment - PRJ-2023-004 - Apr 2025,1432000.0,TZS,2554.67,560.54,560.54,STF-009,STF-002,2025-04-11,INV-9457-2025-2169,Cheque,,False,,
EXP-2025-02170,GRT-2021-001,PRJ-2023-007,ACT-0028,BDL-0190,ACC-5402,CC-PRG-WEE,LOC-ARU-001,FP-2025-04,2025-04-15,Utilities,,,,Utilities - PRJ-2023-007 - Apr 2025,505000.0,TZS,2488.21,202.96,202.96,STF-002,STF-004,2025-04-16,INV-9170-2025-2170,Mobile Money,CHQ-98032,False,,
EXP-2025-02171,GRT-2021-001,PRJ-2023-007,ACT-0030,BDL-0197,ACC-5301,CC-PRG-WEE,LOC-ARU-001,FP-2025-04,2025-04-25,Medical Supplies,VND-0054,,,Medical Supplies - PRJ-2023-007 - Apr 2025,2423000.0,TZS,2507.17,966.43,966.43,STF-009,STF-002,2025-04-29,INV-5938-2025-2171,Mobile Money,CHQ-25575,False,,
EXP-2025-02172,GRT-2024-001,PRJ-2024-001,ACT-0040,BDL-0085,ACC-5401,CC-PRG-AGR,LOC-MAN-001,FP-2025-04,2025-04-28,Office Rent,VND-0022,,,Office Rent - PRJ-2024-001 - Apr 2025,1930000.0,TZS,2501.01,771.69,771.69,STF-003,STF-006,2025-05-02,INV-6942-2025-2172,Bank Transfer,TRF-20250428-2172,False,,
EXP-2025-02173,GRT-2024-002,PRJ-2024-004,ACT-0052,BDL-0156,ACC-5101,CC-PRG-CHP,LOC-MAN-004,FP-2025-04,2025-04-20,Domestic Travel,,STF-090,,Domestic Travel - PRJ-2024-004 - Apr 2025,232000.0,TZS,2471.17,93.88,93.88,STF-002,STF-002,2025-04-22,INV-7360-2025-2173,Bank Transfer,TRF-20250420-2173,False,,
EXP-2025-02174,GRT-2023-004,PRJ-2023-008,ACT-0031,BDL-0116,ACC-5201,CC-PRG-CLR,LOC-MAN-002,FP-2025-04,2025-04-12,Training Venue,VND-0122,,,Training Venue - PRJ-2023-008 - Apr 2025,1704000.0,TZS,2515.24,677.47,677.47,STF-002,STF-004,2025-04-17,,Cash,CHQ-10871,False,,
EXP-2025-02175,GRT-2024-001,PRJ-2024-002,ACT-0045,BDL-0091,ACC-5002,CC-PRG-AGR,LOC-KIL-004,FP-2025-04,2025-04-08,Salary Payment,,STF-068,,Salary Payment - PRJ-2024-002 - Apr 2025,5571000.0,TZS,2484.39,2242.4,2242.4,STF-002,STF-004,2025-04-09,INV-3687-2025-2175,Cheque,CHQ-33627,False,,
EXP-2025-02176,GRT-2023-002,PRJ-2023-012,ACT-0071,BDL-0040,ACC-5401,CC-PRG-EDU,LOC-ARU-001,FP-2025-04,2025-04-17,Office Rent,VND-0079,,PRC-2025-0921,Office Rent - PRJ-2023-012 - Apr 2025,1531000.0,TZS,2462.0,621.85,621.85,STF-005,STF-003,2025-04-20,INV-5958-2025-2176,Cash,CHQ-16096,False,,
EXP-2025-02177,GRT-2023-001,PRJ-2023-001,ACT-0003,BDL-0007,ACC-5001,CC-PRG-HLT,LOC-KIL-001,FP-2025-04,2025-04-01,Salary Payment,,STF-070,,Salary Payment - PRJ-2023-001 - Apr 2025,3380000.0,TZS,2477.31,1364.38,1364.38,STF-007,STF-003,2025-04-04,INV-5759-2025-2177,Bank Transfer,TRF-20250401-2177,False,,
EXP-2025-02178,GRT-2024-004,PRJ-2024-006,ACT-0067,BDL-0218,ACC-5302,CC-PRG-CLR,LOC-MAN-002,FP-2025-04,2025-04-03,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2024-006 - Apr 2025,1070000.0,TZS,2518.28,424.89,424.89,STF-005,STF-004,2025-04-06,INV-9786-2025-2178,Mobile Money,CHQ-55568,False,,
EXP-2025-02179,GRT-2023-002,PRJ-2023-012,ACT-0069,BDL-0041,ACC-5001,CC-PRG-EDU,LOC-ARU-001,FP-2025-04,2025-04-30,Salary Payment,,STF-074,,Salary Payment - PRJ-2023-012 - Apr 2025,2269000.0,TZS,2488.55,911.78,911.78,STF-002,STF-002,2025-05-01,INV-2209-2025-2179,Bank Transfer,TRF-20250430-2179,False,,
EXP-2025-02180,GRT-2024-001,PRJ-2024-001,ACT-0041,BDL-0084,ACC-5302,CC-PRG-AGR,LOC-MAN-001,FP-2025-04,2025-04-15,Agricultural Inputs,,,,,122000.0,TZS,2546.1,47.92,47.92,STF-004,STF-005,2025-04-18,INV-4922-2025-2180,Mobile Money,,False,,
EXP-2025-02181,GRT-2023-003,PRJ-2023-006,ACT-0025,BDL-0079,ACC-5302,CC-PRG-WEE,LOC-KIL-001,FP-2025-04,2025-04-15,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-006 - Apr 2025,1170000.0,TZS,2485.58,470.72,470.72,STF-006,STF-002,2025-04-20,INV-4676-2025-2181,Cheque,CHQ-65973,False,,
EXP-2025-02182,GRT-2024-001,PRJ-2024-007,ACT-0075,BDL-0090,ACC-5305,CC-PRG-AGR,LOC-ARU-002,FP-2025-04,2025-04-25,Office Supplies,VND-0058,,,Office Supplies - PRJ-2024-007 - Apr 2025,103000.0,TZS,2484.81,41.45,41.45,STF-001,STF-002,2025-04-26,INV-7123-2025-2182,Bank Transfer,TRF-20250425-2182,False,,
EXP-2025-02183,GRT-2022-004,PRJ-2023-005,ACT-0019,BDL-0136,ACC-5403,CC-PRG-EDU,LOC-KIL-001,FP-2025-04,2025-04-16,Communication,,,,Communication - PRJ-2023-005 - Apr 2025,233000.0,TZS,2480.37,93.94,93.94,STF-002,STF-002,2025-04-18,INV-4503-2025-2183,Bank Transfer,TRF-20250416-2183,False,,
EXP-2025-02184,GRT-2023-003,PRJ-2023-006,ACT-0021,BDL-0076,ACC-5403,CC-PRG-WEE,LOC-KIL-001,FP-2025-04,2025-04-14,Communication,,,,Communication - PRJ-2023-006 - Apr 2025,101000.0,TZS,2541.47,39.74,39.74,STF-006,STF-002,2025-04-18,INV-9484-2025-2184,Bank Transfer,TRF-20250414-2184,False,,
EXP-2025-02185,GRT-2023-001,PRJ-2023-011,ACT-0062,BDL-0019,ACC-5305,CC-PRG-HLT,LOC-MAN-001,FP-2025-04,2025-04-08,Office Supplies,VND-0085,,,Office Supplies - PRJ-2023-011 - Apr 2025,125000.0,TZS,2504.84,49.9,49.9,STF-008,STF-002,2025-04-13,INV-2473-2025-2185,Bank Transfer,TRF-20250408-2185,False,,
EXP-2025-02186,GRT-2023-004,PRJ-2023-008,ACT-0032,BDL-0110,ACC-5405,CC-PRG-CLR,LOC-MAN-002,FP-2025-04,2025-04-27,Community Outreach,,,,Community Outreach - PRJ-2023-008 - Apr 2025,116000.0,TZS,2543.02,45.62,45.62,STF-008,STF-006,2025-05-01,INV-1141-2025-2186,Cash,CHQ-44233,False,,
EXP-2025-02187,GRT-2023-002,PRJ-2023-004,ACT-0017,BDL-0030,ACC-5201,CC-PRG-EDU,LOC-ARU-002,FP-2025-04,2025-04-05,Training Venue,VND-0025,,,Training Venue - PRJ-2023-004 - Apr 2025,667000.0,TZS,2456.17,271.56,271.56,STF-008,STF-005,2025-04-10,INV-6057-2025-2187,Bank Transfer,TRF-20250405-2187,False,,
EXP-2025-02188,GRT-2023-004,PRJ-2023-009,ACT-0036,BDL-0105,ACC-5401,CC-PRG-CLR,LOC-MAN-003,FP-2025-04,2025-04-12,Office Rent,VND-0011,,PRC-2025-0144,Office Rent - PRJ-2023-009 - Apr 2025,1926000.0,TZS,2453.87,784.88,784.88,STF-010,STF-005,2025-04-17,INV-2395-2025-2188,Bank Transfer,TRF-20250412-2188,False,,
EXP-2025-02189,GRT-2022-004,PRJ-2023-005,ACT-0019,BDL-0137,ACC-5101,CC-PRG-EDU,LOC-KIL-001,FP-2025-04,2025-04-23,Domestic Travel,,STF-088,,Domestic Travel - PRJ-2023-005 - Apr 2025,182000.0,TZS,2472.35,73.61,73.61,STF-001,STF-003,2025-04-28,INV-5439-2025-2189,Bank Transfer,TRF-20250423-2189,False,,
EXP-2025-02190,GRT-2024-001,PRJ-2024-007,ACT-0074,BDL-0097,ACC-5101,CC-PRG-AGR,LOC-ARU-002,FP-2025-04,2025-04-23,Domestic Travel,,STF-043,,Domestic Travel - PRJ-2024-007 - Apr 2025,140000.0,TZS,2482.37,56.4,56.4,STF-010,STF-005,2025-04-25,INV-3502-2025-2190,Cash,CHQ-40056,False,,
EXP-2025-02191,GRT-2023-005,PRJ-2023-010,ACT-0055,BDL-0140,ACC-5201,CC-PRG-HLT,LOC-KIL-001,FP-2025-04,2025-04-28,Training Venue,VND-0100,,PRC-2025-0493,Training Venue - PRJ-2023-010 - Apr 2025,1846000.0,TZS,2520.5,732.39,732.39,STF-003,STF-002,2025-04-30,INV-5855-2025-2191,Bank Transfer,TRF-20250428-2191,False,,
EXP-2025-02192,GRT-2023-005,PRJ-2023-010,ACT-0056,BDL-0142,ACC-5401,CC-PRG-HLT,LOC-KIL-001,FP-2025-04,2025-04-30,Office Rent,VND-0089,,,Office Rent - PRJ-2023-010 - Apr 2025,1610000.0,TZS,2469.94,651.84,651.84,STF-006,STF-002,2025-05-02,INV-8279-2025-2192,Cheque,CHQ-24608,False,,
EXP-2025-02193,GRT-2023-001,PRJ-2023-011,ACT-0061,BDL-0010,ACC-5203,CC-PRG-HLT,LOC-MAN-001,FP-2025-04,2025-04-24,Facilitator Fee,,STF-039,,Facilitator Fee - PRJ-2023-011 - Apr 2025,666000.0,TZS,2500.06,266.39,266.39,STF-001,STF-003,2025-04-29,INV-4404-2025-2193,Mobile Money,CHQ-88230,False,,
EXP-2025-02194,GRT-2023-003,PRJ-2023-006,ACT-0023,BDL-0061,ACC-5103,CC-PRG-WEE,LOC-KIL-001,FP-2025-04,2025-04-22,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-006 - Apr 2025,498000.0,TZS,2454.8,202.87,202.87,STF-009,STF-006,2025-04-24,INV-6057-2025-2194,Cash,CHQ-70763,False,,
EXP-2025-02195,GRT-2024-001,PRJ-2024-002,ACT-0042,BDL-0094,ACC-5101,CC-PRG-AGR,LOC-KIL-004,FP-2025-04,2025-04-21,Domestic Travel,,STF-074,,Domestic Travel - PRJ-2024-002 - Apr 2025,333000.0,TZS,2529.23,131.66,131.66,STF-008,STF-006,2025-04-23,INV-1681-2025-2195,Bank Transfer,TRF-20250421-2195,False,,
EXP-2025-02196,GRT-2023-001,PRJ-2023-001,ACT-0002,BDL-0013,ACC-5405,CC-PRG-HLT,LOC-KIL-001,FP-2025-04,2025-04-10,Community Outreach,,,,Community Outreach - PRJ-2023-001 - Apr 2025,489000.0,TZS,2508.99,194.9,194.9,STF-009,STF-004,2025-04-15,INV-8578-2025-2196,Cheque,CHQ-12455,False,,
EXP-2025-02197,GRT-2023-003,PRJ-2023-006,ACT-0021,BDL-0067,ACC-5203,CC-PRG-WEE,LOC-KIL-001,FP-2025-04,2025-04-28,Facilitator Fee,,STF-024,,Facilitator Fee - PRJ-2023-006 - Apr 2025,531000.0,TZS,2490.96,213.17,213.17,STF-008,STF-003,2025-04-30,INV-6346-2025-2197,Bank Transfer,TRF-20250428-2197,False,,
EXP-2025-02198,GRT-2021-001,PRJ-2023-007,ACT-0030,BDL-0206,ACC-5101,CC-PRG-WEE,LOC-ARU-001,FP-2025-04,2025-04-21,Domestic Travel,,STF-053,,Domestic Travel - PRJ-2023-007 - Apr 2025,187000.0,TZS,2543.82,73.51,73.51,STF-008,STF-002,2025-04-23,INV-3256-2025-2198,Mobile Money,,False,,
EXP-2025-02199,GRT-2023-004,PRJ-2023-008,ACT-0031,BDL-0100,ACC-5301,CC-PRG-CLR,LOC-MAN-002,FP-2025-04,2025-04-25,Medical Supplies,VND-0133,,,Medical Supplies - PRJ-2023-008 - Apr 2025,1215000.0,TZS,2510.72,483.92,483.92,STF-008,STF-003,2025-04-29,,Cash,CHQ-56329,False,,
EXP-2025-02200,GRT-2023-005,PRJ-2023-010,ACT-0056,BDL-0142,ACC-5403,CC-PRG-HLT,LOC-KIL-001,FP-2025-04,2025-04-10,Communication,,,,Communication - PRJ-2023-010 - Apr 2025,266000.0,TZS,2476.87,107.39,107.39,STF-009,STF-004,2025-04-11,INV-2015-2025-2200,Bank Transfer,TRF-20250410-2200,False,,
EXP-2025-02201,GRT-2024-001,PRJ-2024-002,ACT-0045,BDL-0098,ACC-5202,CC-PRG-AGR,LOC-KIL-004,FP-2025-04,2025-04-20,Training Materials,,,,Training Materials - PRJ-2024-002 - Apr 2025,187000.0,TZS,2462.74,75.93,75.93,STF-007,STF-006,2025-04-24,INV-3406-2025-2201,Bank Transfer,TRF-20250420-2201,False,,
EXP-2025-02202,GRT-2024-001,PRJ-2024-002,ACT-0044,BDL-0097,ACC-5201,CC-PRG-AGR,LOC-KIL-004,FP-2025-04,2025-04-18,Training Venue,VND-0074,,PRC-2025-2298,Training Venue - PRJ-2024-002 - Apr 2025,671000.0,TZS,2478.4,270.74,270.74,STF-007,STF-005,2025-04-22,INV-7987-2025-2202,Bank Transfer,TRF-20250418-2202,False,,
EXP-2025-02203,GRT-2023-003,PRJ-2023-006,ACT-0023,BDL-0063,ACC-5305,CC-PRG-WEE,LOC-KIL-001,FP-2025-04,2025-04-20,Office Supplies,VND-0049,,,Office Supplies - PRJ-2023-006 - Apr 2025,68000.0,TZS,2540.02,26.77,26.77,STF-008,STF-004,2025-04-21,INV-6776-2025-2203,Cash,CHQ-39650,False,,
EXP-2025-02204,GRT-2024-004,PRJ-2024-006,ACT-0067,BDL-0214,ACC-5401,CC-PRG-CLR,LOC-MAN-002,FP-2025-04,2025-04-16,Office Rent,VND-0009,,,Office Rent - PRJ-2024-006 - Apr 2025,2384000.0,TZS,2455.62,970.83,970.83,STF-004,STF-002,2025-04-20,INV-2052-2025-2204,Bank Transfer,TRF-20250416-2204,False,,
EXP-2025-02205,GRT-2024-001,PRJ-2024-002,ACT-0043,BDL-0086,ACC-5302,CC-PRG-AGR,LOC-KIL-004,FP-2025-04,23/04/2025,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2024-002 - Apr 2025,868000.0,TZS,2498.69,347.38,347.38,STF-010,STF-005,2025-04-25,INV-5892-2025-2205,Cash,CHQ-85502,False,,
EXP-2025-02206,GRT-2024-001,PRJ-2024-007,ACT-0075,BDL-0096,ACC-5001,CC-PRG-AGR,LOC-ARU-002,FP-2025-04,2025-04-19,Salary Payment,,STF-109,,Salary Payment - PRJ-2024-007 - Apr 2025,2325000.0,TZS,2476.63,938.78,938.78,STF-003,STF-005,2025-04-22,INV-4881-2025-2206,Cash,CHQ-70694,False,,
EXP-2025-02207,GRT-2022-003,PRJ-2023-003,ACT-0011,BDL-0056,ACC-5203,CC-PRG-HLT,LOC-KIL-003,FP-2025-04,2025-04-26,Facilitator Fee,,STF-055,,Facilitator Fee - PRJ-2023-003 - Apr 2025,520000.0,TZS,2558.01,203.28,203.28,STF-001,STF-005,2025-04-29,INV-7693-2025-2207,Bank Transfer,TRF-20250426-2207,False,,
EXP-2025-02208,GRT-2023-003,PRJ-2023-006,ACT-0021,BDL-0066,ACC-5002,CC-PRG-WEE,LOC-KIL-001,FP-2025-04,2025-04-13,Salary Payment,,STF-055,,Salary Payment - PRJ-2023-006 - Apr 2025,4877000.0,TZS,2538.17,1921.46,1921.46,STF-004,STF-006,2025-04-15,INV-8108-2025-2208,Bank Transfer,TRF-20250413-2208,False,,
EXP-2025-02209,GRT-2022-004,PRJ-2023-005,ACT-0019,BDL-0125,ACC-5403,CC-PRG-EDU,LOC-KIL-001,FP-2025-04,2025-04-19,Communication,,,,Communication - PRJ-2023-005 - Apr 2025,212000.0,TZS,2451.41,86.48,86.48,STF-005,STF-003,2025-04-24,INV-5094-2025-2209,Bank Transfer,TRF-20250419-2209,False,,
EXP-2025-02210,GRT-2023-002,PRJ-2023-012,ACT-0070,BDL-0023,ACC-5002,CC-PRG-EDU,LOC-ARU-001,FP-2025-04,2025-04-08,Salary Payment,,STF-038,,Salary Payment - PRJ-2023-012 - Apr 2025,5592000.0,TZS,2470.11,2263.87,2263.87,STF-002,STF-002,2025-04-10,INV-4463-2025-2210,Bank Transfer,TRF-20250408-2210,False,,
EXP-2025-02211,GRT-2021-001,PRJ-2023-007,ACT-0027,BDL-0191,ACC-5001,CC-PRG-WEE,LOC-ARU-001,FP-2025-04,2025-04-03,Salary Payment,,STF-078,,Salary Payment - PRJ-2023-007 - Apr 2025,2352000.0,TZS,2471.63,951.6,951.6,STF-003,STF-002,2025-04-08,INV-4154-2025-2211,Mobile Money,CHQ-86660,False,,
EXP-2025-02212,GRT-2023-003,PRJ-2023-006,ACT-0025,BDL-0076,ACC-5003,CC-PRG-WEE,LOC-KIL-001,FP-2025-04,2025-04-24,Consultancy Fee,VND-0066,,,Consultancy Fee - PRJ-2023-006 - Apr 2025,589000.0,TZS,2538.92,231.99,231.99,STF-008,STF-006,2025-04-27,INV-6340-2025-2212,Cheque,CHQ-62113,False,,
EXP-2025-02213,GRT-2024-004,PRJ-2024-006,ACT-0065,BDL-0222,ACC-5201,CC-PRG-CLR,LOC-MAN-002,FP-2025-04,2025-04-03,Training Venue,VND-0130,,,Training Venue - PRJ-2024-006 - Apr 2025,1552000.0,TZS,2544.95,609.84,609.84,STF-004,STF-006,2025-04-08,INV-6823-2025-2213,Cash,CHQ-66564,False,,
EXP-2025-02214,GRT-2023-003,PRJ-2023-013,ACT-0079,BDL-0063,ACC-5402,CC-PRG-HLT,LOC-ARU-001,FP-2025-04,2025-04-26,Utilities,,,,Utilities - PRJ-2023-013 - Apr 2025,583000.0,TZS,2506.25,232.62,232.62,STF-004,STF-002,2025-04-29,INV-2908-2025-2214,Bank Transfer,TRF-20250426-2214,False,,
EXP-2025-02215,GRT-2021-001,PRJ-2023-007,ACT-0026,BDL-0203,ACC-5001,CC-PRG-WEE,LOC-ARU-001,FP-2025-04,2025-04-27,Salary Payment,,STF-021,,Salary Payment - PRJ-2023-007 - Apr 2025,2419000.0,TZS,2476.89,976.63,976.63,STF-009,STF-005,2025-04-29,INV-2821-2025-2215,Bank Transfer,TRF-20250427-2215,False,,
EXP-2025-02216,GRT-2024-002,PRJ-2024-003,ACT-0047,BDL-0163,ACC-5103,CC-PRG-CHP,LOC-ARU-003,FP-2025-04,2025-04-22,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2024-003 - Apr 2025,412000.0,TZS,2480.82,166.07,166.07,STF-004,STF-004,2025-04-26,INV-2976-2025-2216,Bank Transfer,TRF-20250422-2216,False,,
EXP-2025-02217,GRT-2022-004,PRJ-2023-005,ACT-0019,BDL-0124,ACC-5003,CC-PRG-EDU,LOC-KIL-001,FP-2025-04,2025-04-11,Consultancy Fee,VND-0118,,,Consultancy Fee - PRJ-2023-005 - Apr 2025,1225000.0,TZS,2473.77,495.2,495.2,STF-008,STF-005,2025-04-15,INV-2671-2025-2217,Mobile Money,CHQ-92629,False,,
EXP-2025-02218,GRT-2023-004,PRJ-2023-009,ACT-0036,BDL-0116,ACC-5403,CC-PRG-CLR,LOC-MAN-003,FP-2025-04,2025-04-28,Communication,,,,Communication - PRJ-2023-009 - Apr 2025,258000.0,TZS,2534.8,101.78,101.78,STF-010,STF-002,2025-05-03,INV-2179-2025-2218,Cheque,CHQ-58946,False,,
EXP-2025-02219,GRT-2024-001,PRJ-2024-001,ACT-0039,BDL-0099,ACC-5301,CC-PRG-AGR,LOC-MAN-001,FP-2025-04,2025-04-02,Medical Supplies,VND-0037,,,Medical Supplies - PRJ-2024-001 - Apr 2025,547000.0,TZS,2509.61,217.96,217.96,STF-005,STF-006,2025-04-05,INV-6207-2025-2219,Cash,CHQ-26075,False,,
EXP-2025-02220,GRT-2023-001,PRJ-2023-001,ACT-0003,BDL-0005,ACC-5202,CC-PRG-HLT,LOC-KIL-001,FP-2025-04,2025-04-18,Training Materials,,,,Training Materials - PRJ-2023-001 - Apr 2025,80000.0,TZS,2497.9,32.03,32.03,STF-003,STF-003,2025-04-22,INV-2410-2025-2220,Mobile Money,CHQ-92131,False,,
EXP-2025-02221,GRT-2023-001,PRJ-2023-011,ACT-0063,BDL-0004,ACC-5302,CC-PRG-HLT,LOC-MAN-001,FP-2025-04,2025-04-04,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-011 - Apr 2025,82000.0,TZS,2524.82,32.48,32.48,STF-001,STF-002,2025-04-05,INV-2774-2025-2221,Bank Transfer,TRF-20250404-2221,False,,
EXP-2025-02222,GRT-2024-001,PRJ-2024-007,ACT-0075,BDL-0096,ACC-5402,CC-PRG-AGR,LOC-ARU-002,FP-2025-04,2025-04-24,Utilities,,,,Utilities - PRJ-2024-007 - Apr 2025,505000.0,TZS,2508.13,201.35,201.35,STF-008,STF-005,2025-04-28,INV-9417-2025-2222,Mobile Money,CHQ-46185,False,,
EXP-2025-02223,GRT-2024-003,PRJ-2024-005,ACT-0057,BDL-0189,ACC-5002,CC-PRG-HLT,LOC-ARU-004,FP-2025-04,2025-04-11,Salary Payment,,STF-026,,Salary Payment - PRJ-2024-005 - Apr 2025,5066000.0,TZS,2498.79,2027.38,2027.38,STF-007,STF-003,2025-04-13,INV-4087-2025-2223,Bank Transfer,TRF-20250411-2223,False,,
EXP-2025-02224,GRT-2023-001,PRJ-2023-002,ACT-0009,BDL-0021,ACC-5202,CC-PRG-HLT,LOC-KIL-002,FP-2025-04,2025-04-11,Training Materials,,,,Training Materials - PRJ-2023-002 - Apr 2025,266000.0,TZS,2559.09,103.94,103.94,STF-003,STF-003,2025-04-15,INV-3405-2025-2224,Bank Transfer,TRF-20250411-2224,False,,
EXP-2025-02225,GRT-2024-001,PRJ-2024-002,ACT-0044,BDL-0097,ACC-5401,CC-PRG-AGR,LOC-KIL-004,FP-2025-04,2025-04-08,Office Rent,VND-0073,,,Office Rent - PRJ-2024-002 - Apr 2025,1594000.0,TZS,2453.44,649.7,649.7,STF-007,STF-002,2025-04-09,INV-1430-2025-2225,Cheque,CHQ-29073,False,,
EXP-2025-02226,GRT-2024-001,PRJ-2024-002,ACT-0043,BDL-0097,ACC-5305,CC-PRG-AGR,LOC-KIL-004,FP-2025-04,2025-04-01,Office Supplies,VND-0083,,,Office Supplies - PRJ-2024-002 - Apr 2025,31000.0,TZS,2451.36,12.65,12.65,STF-010,STF-002,2025-04-06,INV-6069-2025-2226,Bank Transfer,TRF-20250401-2226,False,,
EXP-2025-02227,GRT-2023-002,PRJ-2023-012,ACT-0070,BDL-0039,ACC-5305,CC-PRG-EDU,LOC-ARU-001,FP-2025-04,2025-04-20,Office Supplies,VND-0117,,,Office Supplies - PRJ-2023-012 - Apr 2025,34000.0,TZS,2481.08,13.7,13.7,STF-010,STF-004,2025-04-21,INV-3478-2025-2227,Cash,CHQ-81056,False,,
EXP-2025-02228,GRT-2024-003,PRJ-2024-005,ACT-0059,BDL-0184,ACC-5202,CC-PRG-HLT,LOC-ARU-004,FP-2025-04,2025-04-19,Training Materials,,,,Training Materials - PRJ-2024-005 - Apr 2025,220000.0,TZS,2556.53,86.05,86.05,STF-009,STF-002,2025-04-21,INV-8644-2025-2228,Mobile Money,CHQ-40107,False,,
EXP-2025-02229,GRT-2022-004,PRJ-2023-005,ACT-0019,BDL-0127,ACC-5405,CC-PRG-EDU,LOC-KIL-001,FP-2025-04,2025-04-13,Community Outreach,,,,Community Outreach - PRJ-2023-005 - Apr 2025,432000.0,TZS,2470.99,174.83,174.83,STF-010,STF-003,2025-04-18,INV-3409-2025-2229,Cheque,CHQ-89879,False,,
EXP-2025-02230,GRT-2023-002,PRJ-2023-012,ACT-0073,BDL-0036,ACC-5402,CC-PRG-EDU,LOC-ARU-001,FP-2025-04,2025-04-08,Utilities,,,,Utilities - PRJ-2023-012 - Apr 2025,247000.0,TZS,2481.59,99.53,99.53,STF-005,STF-005,2025-04-13,INV-6740-2025-2230,Mobile Money,CHQ-50180,False,,
EXP-2025-02231,GRT-2023-004,PRJ-2023-009,ACT-0035,BDL-0117,ACC-5203,CC-PRG-CLR,LOC-MAN-003,FP-2025-04,2025-04-30,Facilitator Fee,,STF-014,,Facilitator Fee - PRJ-2023-009 - Apr 2025,671000.0,TZS,2456.97,273.1,273.1,STF-006,STF-006,2025-05-05,INV-2546-2025-2231,Bank Transfer,TRF-20250430-2231,False,,
EXP-2025-02232,GRT-2022-003,PRJ-2023-003,ACT-0013,BDL-0051,ACC-5002,CC-PRG-HLT,LOC-KIL-003,FP-2025-04,2025-04-17,Salary Payment,,STF-048,,Salary Payment - PRJ-2023-003 - Apr 2025,4730000.0,TZS,2484.66,1903.68,1903.68,STF-008,STF-006,2025-04-18,INV-8599-2025-2232,Mobile Money,CHQ-17791,False,,
EXP-2025-02233,GRT-2023-002,PRJ-2023-012,ACT-0072,BDL-0041,ACC-5203,CC-PRG-EDU,LOC-ARU-001,FP-2025-04,2025-04-03,Facilitator Fee,,STF-110,,Facilitator Fee - PRJ-2023-012 - Apr 2025,663000.0,TZS,2559.83,259.0,259.0,STF-002,STF-002,2025-04-07,INV-4022-2025-2233,Cheque,CHQ-68478,False,,
EXP-2025-02234,GRT-2023-005,PRJ-2023-010,ACT-0056,BDL-0147,ACC-5203,CC-PRG-HLT,LOC-KIL-001,FP-2025-04,2025-04-09,Facilitator Fee,,STF-014,,Facilitator Fee - PRJ-2023-010 - Apr 2025,779000.0,TZS,2452.65,317.62,317.62,STF-009,STF-005,2025-04-11,INV-6027-2025-2234,Bank Transfer,TRF-20250409-2234,False,,
