procurement_id,grant_id,project_id,budget_line_id,vendor_id,location_id,period_id,status_id,procurement_type,description,quantity,unit,unit_price,total_value,currency,po_date,expected_delivery,actual_delivery,grn_reference,invoice_reference,invoice_date,payment_due_date,payment_date,expenditure_id,quotations_obtained,single_source_justified,committee_approval_ref,notes
PRC-2025-0448,GRT-2023-004,PRJ-2023-008,BDL-0101,VND-0066,LOC-MAN-002,FP-2025-01,STS-009,Quotation,Filing Cabinet for PRJ-2023-008,4,Kg,421300.0,1685200.0,TZS,2025-01-17,2025-02-10,2025-02-13,GRN-2025-0448,INV-VND-2025-0448,2025-02-20,2025-03-22,2025-03-15,EXP-51027,3,False,PC-2025-083,
PRC-2025-0449,GRT-2023-003,PRJ-2023-006,BDL-0077,VND-0033,LOC-KIL-001,FP-2025-10,STS-009,Tender,Paracetamol Tablets for PRJ-2023-006,360,Kg,26000.0,9360000.0,TZS,2025-10-10,2025-11-17,2025-11-18,GRN-2025-0449,INV-VND-2025-0449,2025-11-23,2025-12-23,2025-12-23,EXP-48895,6,False,PC-2025-044,
PRC-2025-0450,GRT-2021-001,PRJ-2023-007,BDL-0209,VND-0042,LOC-ARU-001,FP-2025-03,STS-010,Quotation,UPS Battery for PRJ-2023-007,2,Boxes,428700.0,857400.0,TZS,25-Mar-2025,2025-04-11,2025-04-24,GRN-2025-0450,INV-VND-2025-0450,2025-04-28,2025-05-28,2025-06-28,EXP-33491,4,False,PC-2025-192,
PRC-2025-0451,GRT-2022-003,PRJ-2023-003,BDL-0053,VND-0150,LOC-KIL-003,FP-2025-08,STS-007,Quotation,Indigenous Tree Seedlings for PRJ-2023-003,4169,Units,600.0,2501400.0,TZS,2025-08-09,2025-09-01,2025-09-15,GRN-2025-0451,,,,,,4,False,PC-2025-110,
PRC-2025-0452,GRT-2023-002,PRJ-2023-004,BDL-0026,VND-0040,LOC-ARU-002,FP-2025-09,STS-009,Quotation,Filing Cabinet for PRJ-2023-004,4,Units,423100.0,1692400.0,TZS,14/09/2025,2025-10-04,2025-10-06,GRN-2025-0452,,2025-10-08,2025-11-07,2025-11-06,EXP-90599,5,False,PC-2025-071,
PRC-2025-0453,GRT-2023-004,PRJ-2023-008,BDL-0117,VND-0071,LOC-MAN-002,FP-2025-05,STS-009,Quotation,Conference Table for PRJ-2023-008,1,Pieces,1331600.0,1331600.0,TZS,2025-05-04,2025-05-21,2025-05-26,GRN-2025-0453,INV-VND-2025-0453,2025-06-02,2025-07-02,2025-06-25,EXP-74237,4,False,,
PRC-2025-0454,GRT-2023-003,PRJ-2023-013,BDL-0078,VND-0076,LOC-ARU-001,FP-2025-01,STS-009,Quotation,Eucalyptus Seedlings for PRJ-2023-013,9498,Units,900.0,8548200.0,TZS,2025-01-17,2025-03-02,2025-03-08,GRN-2025-0454,INV-VND-2025-0454,2025-03-11,2025-04-10,,EXP-11703,6,False,PC-2025-093,
PRC-2025-0455,GRT-2023-001,PRJ-2023-011,BDL-0020,VND-0036,LOC-MAN-001,FP-2025-04,STS-001,Quotation,Toyota Hilux Double Cab for PRJ-2023-011,1,Sets,33980400.0,33980400.0,TZS,2025-04-03,2025-04-21,,,,,,,,3,False,PC-2025-095,
PRC-2025-0456,GRT-2023-002,PRJ-2023-004,BDL-0039,VND-0016,LOC-ARU-002,FP-2025-07,STS-010,Quotation,Projector Epson for PRJ-2023-004,1,Kg,1281600.0,1281600.0,TZS,2025-07-21,2025-08-30,2025-08-27,GRN-2025-0456,INV-VND-2025-0456,2025-08-31,2025-09-30,2025-09-20,EXP-97771,4,False,,
PRC-2025-0457,GRT-2023-001,PRJ-2023-001,BDL-0010,VND-0047,LOC-KIL-001,FP-2025-03,STS-009,Quotation,Eucalyptus Seedlings for PRJ-2023-001,5060,Units,800.0,4048000.0,TZS,2025-03-15,2025-03-27,2025-03-29,GRN-2025-0457,INV-VND-2025-0457,2025-03-31,2025-04-30,2025-04-20,EXP-12635,5,False,PC-2025-023,
PRC-2025-0458,GRT-2022-004,PRJ-2023-005,BDL-0128,VND-0073,LOC-KIL-001,FP-2025-04,STS-007,Quotation,Bean Seeds 2kg for PRJ-2023-005,275,Litres,12500.0,3437500.0,TZS,2025-04-27,2025-05-15,2025-05-21,GRN-2025-0458,,,,,,4,False,PC-2025-058,
PRC-2025-0459,GRT-2023-003,PRJ-2023-006,BDL-0062,VND-0143,LOC-KIL-001,FP-2025-06,STS-010,Tender,Motorcycle Honda for PRJ-2023-006,1,Units,5168000.0,5168000.0,TZS,2025-06-11,2025-07-01,2025-07-08,GRN-2025-0459,INV-VND-2025-0459,2025-07-13,2025-08-12,2025-08-08,EXP-21895,5,False,PC-2025-166,
PRC-2025-0460,GRT-2024-001,PRJ-2024-007,BDL-0095,VND-0085,LOC-ARU-002,FP-2025-03,STS-007,Quotation,Notebooks Pack for PRJ-2024-007,155,Sets,9000.0,1395000.0,TZS,2025-03-07,2025-03-25,2025-04-02,GRN-2025-0460,,,,,,3,False,PC-2025-041,
PRC-2025-0461,GRT-2023-005,PRJ-2023-010,BDL-0150,VND-0029,LOC-KIL-001,FP-2025-05,STS-002,Tender,Medical Gloves Box for PRJ-2023-010,158,Sets,47300.0,7473400.0,TZS,2025-05-14,2025-06-22,,,,,,,,6,False,PC-2025-077,
PRC-2025-0462,GRT-2023-003,PRJ-2023-006,BDL-0070,VND-0046,LOC-KIL-001,FP-2025-02,STS-009,Quotation,Iron Sheets for PRJ-2023-006,96,Boxes,46900.0,4502400.0,TZS,2025-02-11,2025-02-23,2025-03-01,GRN-2025-0462,INV-VND-2025-0462,2025-03-03,2025-04-02,2025-03-26,EXP-61903,3,False,PC-2025-034,
PRC-2025-0463,GRT-2023-002,PRJ-2023-012,BDL-0033,VND-0090,LOC-ARU-001,FP-2025-09,STS-009,Tender,Toyota Hilux Double Cab for PRJ-2023-012,1,Sets,33198600.0,33198600.0,TZS,2025-09-09,2025-10-01,2025-10-01,GRN-2025-0463,INV-VND-2025-0463,2025-10-04,2025-11-03,,EXP-62413,4,False,PC-2025-121,
PRC-2025-0464,GRT-2023-003,PRJ-2023-013,BDL-0066,VND-0138,LOC-ARU-001,FP-2025-05,STS-003,Quotation,Fruit Tree Seedlings for PRJ-2023-013,2504,Pieces,1100.0,2754400.0,TZS,2025-05-12,2025-05-27,,,,,,,,5,False,,
PRC-2025-0465,GRT-2022-004,PRJ-2023-005,BDL-0128,VND-0029,LOC-KIL-001,FP-2025-08,STS-005,Direct Purchase,Flipchart Paper Pad for PRJ-2023-005,17,Units,20500.0,348500.0,TZS,2025-08-06,2025-09-15,,,,,,,,1,False,,
PRC-2025-0466,GRT-2023-001,PRJ-2023-001,BDL-0006,VND-0125,LOC-KIL-001,FP-2025-08,STS-009,Direct Purchase,Network Switch for PRJ-2023-001,1,Litres,343100.0,343100.0,TZS,2025-08-08,2025-09-11,2025-09-09,GRN-2025-0466,INV-VND-2025-0466,2025-09-12,2025-10-12,2025-10-11,EXP-89119,1,False,,
PRC-2025-0467,GRT-2022-003,PRJ-2023-003,BDL-0046,VND-0100,LOC-KIL-003,FP-2025-09,STS-009,Direct Purchase,UPS Battery for PRJ-2023-003,1,Sets,496400.0,496400.0,TZS,2025-09-04,2025-10-08,2025-10-06,GRN-2025-0467,INV-VND-2025-0467,2025-10-07,2025-11-06,2025-12-12,EXP-70325,1,False,,
PRC-2025-0468,GRT-2023-001,PRJ-2023-001,BDL-0015,VND-0035,LOC-KIL-001,FP-2025-10,STS-005,Quotation,Manila Files Box for PRJ-2023-001,33,Pieces,16200.0,534600.0,TZS,2025-10-15,2025-10-28,,,,,,,,5,False,,
PRC-2025-0469,GRT-2023-003,PRJ-2023-013,BDL-0068,VND-0143,LOC-ARU-001,FP-2025-03,STS-005,Direct Purchase,Flipchart Paper Pad for PRJ-2023-013,12,Kg,17900.0,214800.0,TZS,2025-03-07,2025-04-07,,,,,,,,1,False,,
PRC-2025-0470,GRT-2023-003,PRJ-2023-006,BDL-0069,VND-0077,LOC-KIL-001,FP-2025-02,STS-009,Quotation,HP Desktop Computer for PRJ-2023-006,1,Boxes,1608200.0,1608200.0,TZS,2025-02-09,2025-03-11,2025-03-26,GRN-2025-0470,INV-VND-2025-0470,2025-04-02,05-02-2025,2025-04-28,EXP-34341,5,False,PC-2025-132,
PRC-2025-0471,GRT-2024-003,PRJ-2024-005,BDL-0184,VND-0095,LOC-ARU-004,FP-2025-07,STS-009,Tender,Malaria Rapid Test Kits Box for PRJ-2024-005,78,Sets,267500.0,20865000.0,TZS,2025-07-02,2025-08-12,2025-08-21,GRN-2025-0471,INV-VND-2025-0471,2025-08-26,2025-09-25,21-Oct-2025,EXP-51896,7,False,PC-2025-118,
PRC-2025-0472,GRT-2023-001,PRJ-2023-011,BDL-0018,VND-0118,LOC-MAN-001,FP-2025-04,STS-001,Quotation,Oral Rehydration Salts for PRJ-2023-011,105,Pieces,34100.0,3580500.0,TZS,2025-04-10,2025-05-09,,,,,,,,4,False,PC-2025-116,
PRC-2025-0473,GRT-2023-004,PRJ-2023-008,BDL-0112,VND-0088,LOC-MAN-002,FP-2025-08,STS-010,Quotation,Projector Epson for PRJ-2023-008,1,Kg,1145500.0,1145500.0,TZS,2025-08-08,2025-09-19,2025-09-29,GRN-2025-0473,INV-VND-2025-0473,2025-10-01,2025-10-31,2025-10-22,EXP-46553,3,False,,
PRC-2025-0474,GRT-2023-001,PRJ-2023-011,BDL-0015,VND-0115,LOC-MAN-001,FP-2025-03,STS-005,Tender,Toyota Land Cruiser 4x4 for PRJ-2023-011,1,Litres,40537500.0,40537500.0,TZS,2025-03-06,2025-04-06,,,,,,,,6,False,PC-2025-168,
PRC-2025-0475,GRT-2024-004,PRJ-2024-006,BDL-0212,VND-0045,LOC-MAN-002,FP-2025-08,STS-008,Quotation,Indigenous Tree Seedlings for PRJ-2024-006,6999,Sets,600.0,4199400.0,TZS,2025-08-02,2025-09-13,2025-09-26,GRN-2025-0475,INV-VND-2025-0475,2025-10-03,,,,4,False,,
PRC-2025-0476,GRT-2023-001,PRJ-2023-001,BDL-0007,VND-0009,LOC-KIL-001,FP-2025-03,STS-009,Quotation,Markers Set for PRJ-2023-001,45,Sets,12100.0,544500.0,TZS,2025-03-12,2025-04-26,2025-05-03,GRN-2025-0476,INV-VND-2025-0476,2025-05-05,2025-06-04,2025-06-03,EXP-10902,3,False,PC-2025-046,
PRC-2025-0477,GRT-2023-003,PRJ-2023-013,BDL-0081,VND-0034,LOC-ARU-001,FP-2025-02,STS-009,Quotation,Toner Cartridge for PRJ-2023-013,24,Litres,48700.0,1168800.0,TZS,2025-02-04,2025-03-06,2025-03-15,GRN-2025-0477,INV-VND-2025-0477,2025-03-20,2025-04-19,2025-04-12,EXP-66175,4,False,PC-2025-102,
PRC-2025-0478,GRT-2023-001,PRJ-2023-011,BDL-0007,VND-0091,LOC-MAN-001,FP-2025-06,STS-006,Tender,Indigenous Tree Seedlings for PRJ-2023-011,12324,Litres,600.0,7394400.0,TZS,2025-06-15,20/07/2025,,,,,,,,4,False,PC-2025-194,
PRC-2025-0479,GRT-2024-001,PRJ-2024-001,BDL-0083,VND-0035,LOC-MAN-001,FP-2025-08,STS-007,Quotation,UPS Battery for PRJ-2024-001,3,Kg,439500.0,1318500.0,TZS,2025-08-28,2025-09-22,2025-09-23,GRN-2025-0479,,,,,,5,False,PC-2025-041,
PRC-2025-0480,GRT-2022-004,PRJ-2023-005,BDL-0137,VND-0047,LOC-KIL-001,FP-2025-07,STS-010,Tender,Indigenous Tree Seedlings for PRJ-2023-005,10103,Sets,700.0,7072100.0,TZS,2025-07-10,26/07/2025,2025-08-10,GRN-2025-0480,INV-VND-2025-0480,2025-08-13,2025-09-12,2025-09-06,EXP-73602,6,False,PC-2025-159,
PRC-2025-0481,GRT-2023-002,PRJ-2023-004,BDL-0028,VND-0091,LOC-ARU-002,FP-2025-01,STS-007,Quotation,Flipchart Paper Pad for PRJ-2023-004,35,Kg,20000.0,700000.0,TZS,2025-01-31,2025-03-04,2025-03-04,GRN-2025-0481,,,,,,5,False,PC-2025-059,
PRC-2025-0482,GRT-2024-003,PRJ-2024-005,BDL-0181,VND-0078,LOC-ARU-004,FP-2025-05,STS-002,Quotation,Motorcycle Honda for PRJ-2024-005,1,Units,5014700.0,5014700.0,TZS,2025-05-31,2025-07-12,,,,,,,,6,False,PC-2025-046,
PRC-2025-0483,GRT-2024-001,PRJ-2024-001,BDL-0084,VND-0032,LOC-MAN-001,FP-2025-02,STS-007,Quotation,Oral Rehydration Salts for PRJ-2024-001,164,Litres,35700.0,5854800.0,TZS,2025-02-21,2025-03-12,2025-03-24,GRN-2025-0483,,,,,,7,False,PC-2025-014,
PRC-2025-0484,GRT-2024-001,PRJ-2024-007,BDL-0096,VND-0143,LOC-ARU-002,FP-2025-06,STS-008,Quotation,Markers Set for PRJ-2024-007,41,Litres,12700.0,520700.0,TZS,2025-06-02,2025-07-10,2025-07-12,GRN-2025-0484,INV-VND-2025-0484,2025-07-16,,,,4,False,,
PRC-2025-0485,GRT-2024-003,PRJ-2024-005,BDL-0177,VND-0029,LOC-ARU-004,FP-2025-06,STS-009,Quotation,Notebooks Pack for PRJ-2024-005,184,Pieces,8700.0,1600800.0,TZS,2025-06-19,2025-07-02,2025-07-13,GRN-2025-0485,INV-VND-2025-0485,2025-07-19,2025-08-18,2025-08-16,EXP-35374,4,False,,
PRC-2025-0486,GRT-2024-001,PRJ-2024-002,BDL-0088,VND-0085,LOC-KIL-004,FP-2025-06,STS-009,Tender,Toyota Land Cruiser 4x4 for PRJ-2024-002,1,Sets,42267700.0,42267700.0,TZS,2025-06-01,2025-06-22,2025-06-27,GRN-2025-0486,INV-VND-2025-0486,2025-07-04,08-03-2025,2025-07-29,EXP-29003,7,False,PC-2025-107,
PRC-2025-0487,GRT-2022-004,PRJ-2023-005,BDL-0133,VND-0077,LOC-KIL-001,FP-2025-06,STS-009,Quotation,Blood Pressure Monitors for PRJ-2023-005,7,Sets,308500.0,2159500.0,TZS,2025-06-30,2025-08-11,2025-08-25,GRN-2025-0487,INV-VND-2025-0487,2025-09-01,2025-10-01,2025-09-23,EXP-67685,4,False,,
PRC-2025-0488,GRT-2023-001,PRJ-2023-011,BDL-0008,VND-0030,LOC-MAN-001,FP-2025-07,STS-007,Direct Purchase,Network Switch for PRJ-2023-011,1,Kg,347300.0,347300.0,TZS,2025-07-23,2025-08-27,2025-09-02,GRN-2025-0488,,,,,,1,False,,
PRC-2025-0489,GRT-2024-001,PRJ-2024-001,BDL-0089,VND-0124,LOC-MAN-001,FP-2025-01,STS-010,Tender,Medical Gloves Box for PRJ-2024-001,135,Boxes,49100.0,6628500.0,TZS,2025-01-26,2025-02-10,2025-02-09,GRN-2025-0489,INV-VND-2025-0489,2025-02-15,2025-03-17,2025-03-12,EXP-57347,7,False,PC-2025-136,
PRC-2025-0490,GRT-2023-001,PRJ-2023-001,BDL-0005,VND-0136,LOC-KIL-001,FP-2025-07,STS-010,Quotation,Conference Table for PRJ-2023-001,1,Units,1225900.0,1225900.0,TZS,2025-07-25,2025-08-02,2025-08-17,GRN-2025-0490,INV-VND-2025-0490,2025-08-18,2025-09-17,2025-09-12,EXP-80622,3,False,,
PRC-2025-0491,GRT-2022-003,PRJ-2023-003,BDL-0060,VND-0006,LOC-KIL-003,FP-2025-04,STS-010,Tender,Malaria Rapid Test Kits Box for PRJ-2023-003,82,Sets,282200.0,23140400.0,TZS,2025-04-02,30/04/2025,2025-04-29,GRN-2025-0491,INV-VND-2025-0491,2025-05-04,2025-06-03,2025-05-26,EXP-66675,6,False,PC-2025-116,
PRC-2025-0492,GRT-2023-002,PRJ-2023-012,BDL-0036,VND-0011,LOC-ARU-001,FP-2025-01,STS-005,Quotation,Indigenous Tree Seedlings for PRJ-2023-012,14406,Pieces,600.0,8643600.0,TZS,2025-01-28,2025-03-10,,,,,,,,4,False,PC-2025-079,
PRC-2025-0493,GRT-2021-001,PRJ-2023-007,BDL-0196,VND-0013,LOC-ARU-001,FP-2025-08,STS-010,Quotation,Filing Cabinet for PRJ-2023-007,2,Sets,429400.0,858800.0,TZS,2025-08-28,2025-09-11,2025-09-20,GRN-2025-0493,,2025-09-27,2025-10-27,2025-10-24,EXP-59861,4,False,,
PRC-2025-0494,GRT-2023-003,PRJ-2023-006,BDL-0067,VND-0110,LOC-KIL-001,FP-2025-07,STS-009,Quotation,UPS Battery for PRJ-2023-006,3,Pieces,440600.0,1321800.0,TZS,2025-07-18,2025-08-24,2025-08-29,GRN-2025-0494,INV-VND-2025-0494,2025-09-02,2025-10-02,2025-10-31,EXP-65052,3,False,PC-2025-054,
PRC-2025-0495,GRT-2024-002,PRJ-2024-004,BDL-0169,VND-0016,LOC-MAN-004,FP-2025-09,STS-005,Quotation,Eucalyptus Seedlings for PRJ-2024-004,3555,Pieces,800.0,2844000.0,TZS,2025-09-12,2025-09-21,,,,,,,,5,False,,
PRC-2025-0496,GRT-2023-003,PRJ-2023-006,BDL-0074,VND-0138,LOC-KIL-001,FP-2025-04,STS-004,Quotation,Iron Sheets for PRJ-2023-006,80,Pieces,49600.0,3968000.0,TZS,2025-04-08,2025-04-16,,,,,,,,3,False,PC-2025-094,
PRC-2025-0497,GRT-2023-001,PRJ-2023-001,BDL-0011,VND-0132,LOC-KIL-001,FP-2025-04,STS-009,Quotation,Pens and Pencils Box for PRJ-2023-001,93,Sets,10900.0,1013700.0,TZS,2025-04-05,2025-04-18,2025-04-15,GRN-2025-0497,INV-VND-2025-0497,2025-04-17,2025-05-17,2025-05-26,EXP-24733,4,False,PC-2025-196,
PRC-2025-0498,GRT-2022-004,PRJ-2023-005,BDL-0129,VND-0039,LOC-KIL-001,FP-2025-10,STS-004,Tender,Indigenous Tree Seedlings for PRJ-2023-005,12021,Sets,600.0,7212600.0,TZS,2025-10-05,2025-10-20,,,,,,,,7,False,PC-2025-051,
PRC-2025-0499,GRT-2023-004,PRJ-2023-008,BDL-0107,VND-0013,LOC-MAN-002,FP-2025-05,STS-010,Quotation,Sunflower Seeds 1kg for PRJ-2023-008,313,Units,15200.0,4757600.0,TZS,31-May-2025,2025-06-15,2025-06-22,GRN-2025-0499,INV-VND-2025-0499,2025-06-28,07-28-2025,2025-08-04,EXP-60466,5,False,PC-2025-134,
PRC-2025-0500,GRT-2024-001,PRJ-2024-007,BDL-0095,VND-0135,LOC-ARU-002,FP-2025-04,STS-007,Tender,Training Handouts Printing for PRJ-2024-007,263,Pieces,32500.0,8547500.0,TZS,2025-04-20,2025-05-13,2025-05-20,GRN-2025-0500,,,,,,7,False,PC-2025-087,
PRC-2025-0501,GRT-2023-005,PRJ-2023-010,BDL-0149,VND-0050,LOC-KIL-001,FP-2025-03,STS-009,Quotation,Toyota Land Cruiser 4x4 for PRJ-2023-010,1,Boxes,45646100.0,45646100.0,TZS,2025-03-20,2025-04-18,2025-04-24,GRN-2025-0501,INV-VND-2025-0501,2025-04-29,2025-05-29,2025-05-28,EXP-76155,3,False,PC-2025-141,
PRC-2025-0502,GRT-2022-004,PRJ-2023-005,BDL-0137,VND-0042,LOC-KIL-001,FP-2025-04,STS-004,Quotation,Manila Files Box for PRJ-2023-005,52,Boxes,14400.0,748800.0,TZS,2025-04-09,2025-04-30,,,,,,,,5,False,,
PRC-2025-0503,GRT-2024-002,PRJ-2024-004,BDL-0163,VND-0068,LOC-MAN-004,FP-2025-06,STS-009,Quotation,Conference Table for PRJ-2024-004,1,Litres,1120800.0,1120800.0,TZS,2025-06-23,2025-07-13,2025-07-12,GRN-2025-0503,INV-VND-2025-0503,2025-07-16,2025-08-15,2025-09-19,EXP-31004,4,False,,
PRC-2025-0504,GRT-2023-002,PRJ-2023-004,BDL-0040,VND-0126,LOC-ARU-002,FP-2025-10,STS-009,Quotation,Paracetamol Tablets for PRJ-2023-004,142,Kg,27100.0,3848200.0,TZS,2025-10-10,2025-10-23,2025-11-04,GRN-2025-0504,INV-VND-2025-0504,2025-11-08,2025-12-08,2025-12-07,EXP-80943,4,False,PC-2025-003,
PRC-2025-0505,GRT-2024-003,PRJ-2024-005,BDL-0187,VND-0142,LOC-ARU-004,FP-2025-08,STS-009,Tender,Training Handouts Printing for PRJ-2024-005,167,Pieces,32400.0,5410800.0,TZS,2025-08-24,2025-09-26,2025-09-24,GRN-2025-0505,INV-VND-2025-0505,2025-10-01,2025-10-31,2025-10-27,EXP-42986,4,False,PC-2025-171,
PRC-2025-0506,GRT-2023-004,PRJ-2023-009,BDL-0103,VND-0026,LOC-MAN-003,FP-2025-03,STS-004,Quotation,Paint 20L for PRJ-2023-009,28,Kg,95000.0,2660000.0,TZS,2025-03-06,2025-04-18,,,,,,,,5,False,,
PRC-2025-0507,GRT-2024-002,PRJ-2024-004,BDL-0155,VND-0091,LOC-MAN-004,FP-2025-01,STS-008,Quotation,Participant Bags for PRJ-2024-004,136,Kg,25800.0,3508800.0,TZS,2025-01-28,2025-02-17,2025-03-04,GRN-2025-0507,INV-VND-2025-0507,2025-03-10,,,,4,False,PC-2025-161,
PRC-2025-0508,GRT-2024-002,PRJ-2024-003,BDL-0161,VND-0096,LOC-ARU-003,FP-2025-06,STS-006,Quotation,Notebooks Pack for PRJ-2024-003,118,Units,9800.0,1156400.0,TZS,2025-06-28,2025-07-30,,,,,,,,4,False,PC-2025-197,
PRC-2025-0509,GRT-2023-004,PRJ-2023-008,BDL-0110,VND-0074,LOC-MAN-002,FP-2025-07,STS-005,Direct Purchase,External Hard Drive for PRJ-2023-008,1,Sets,184400.0,184400.0,TZS,2025-07-29,2025-08-17,,,,,,,,1,False,,
PRC-2025-0510,GRT-2023-003,PRJ-2023-006,BDL-0071,VND-0074,LOC-KIL-001,FP-2025-04,STS-009,Quotation,Oral Rehydration Salts for PRJ-2023-006,96,Boxes,35900.0,3446400.0,TZS,2025-04-16,2025-05-18,2025-05-17,GRN-2025-0510,INV-VND-2025-0510,2025-05-18,2025-06-17,2025-06-07,EXP-63036,5,False,,
PRC-2025-0511,GRT-2024-001,PRJ-2024-007,BDL-0085,VND-0060,LOC-ARU-002,FP-2025-01,STS-010,Direct Purchase,Flipchart Paper Pad for PRJ-2024-007,17,Litres,16900.0,287300.0,TZS,2025-01-28,2025-03-07,2025-03-11,GRN-2025-0511,INV-VND-2025-0511,2025-03-13,2025-04-12,2025-04-09,EXP-67718,1,False,,
PRC-2025-0512,GRT-2024-004,PRJ-2024-006,BDL-0228,VND-0037,LOC-MAN-002,FP-2025-05,STS-010,Direct Purchase,Network Switch for PRJ-2024-006,1,Litres,409100.0,409100.0,TZS,2025-05-29,2025-07-02,2025-07-10,GRN-2025-0512,INV-VND-2025-0512,2025-07-12,2025-08-11,2025-08-06,EXP-20097,1,False,,
PRC-2025-0513,GRT-2023-002,PRJ-2023-004,BDL-0041,VND-0124,LOC-ARU-002,FP-2025-02,STS-009,Quotation,Indigenous Tree Seedlings for PRJ-2023-004,12425,Kg,700.0,8697500.0,TZS,2025-02-11,2025-03-19,2025-03-30,GRN-2025-0513,INV-VND-2025-0513,2025-04-03,2025-05-03,2025-05-18,EXP-12898,6,False,PC-2025-069,
PRC-2025-0514,GRT-2023-001,PRJ-2023-001,BDL-0020,VND-0014,LOC-KIL-001,FP-2025-10,STS-009,Tender,Toyota Hilux Double Cab for PRJ-2023-001,1,Units,32416900.0,32416900.0,TZS,2025-10-02,2025-11-04,2025-11-05,GRN-2025-0514,INV-VND-2025-0514,2025-11-11,2025-12-11,2025-12-11,EXP-89900,5,False,PC-2025-060,
PRC-2025-0515,GRT-2023-003,PRJ-2023-006,BDL-0066,VND-0094,LOC-KIL-001,FP-2025-08,STS-008,Direct Purchase,Flipchart Paper Pad for PRJ-2023-006,19,Sets,16600.0,315400.0,TZS,2025-08-01,2025-09-03,2025-09-12,GRN-2025-0515,INV-VND-2025-0515,2025-09-14,,,,1,False,,
PRC-2025-0516,GRT-2023-004,PRJ-2023-008,BDL-0111,VND-0085,LOC-MAN-002,FP-2025-02,STS-009,Direct Purchase,Flipchart Paper Pad for PRJ-2023-008,25,Units,16300.0,407500.0,TZS,2025-02-14,2025-03-16,2025-03-16,GRN-2025-0516,INV-VND-2025-0516,2025-03-21,2025-04-20,2025-05-15,EXP-60430,1,False,,
PRC-2025-0517,GRT-2022-004,PRJ-2023-005,BDL-0138,VND-0029,LOC-KIL-001,FP-2025-08,STS-010,Quotation,Toyota Hilux Double Cab for PRJ-2023-005,1,Units,35837400.0,35837400.0,TZS,2025-08-30,2025-09-07,2025-09-05,GRN-2025-0517,INV-VND-2025-0517,2025-09-12,2025-10-12,2025-10-08,EXP-48198,7,False,PC-2025-039,
PRC-2025-0518,GRT-2023-002,PRJ-2023-012,BDL-0034,VND-0027,LOC-ARU-001,FP-2025-02,STS-009,Quotation,Cement Bags for PRJ-2023-012,201,Litres,27800.0,5587800.0,TZS,2025-02-05,2025-03-06,2025-03-04,GRN-2025-0518,INV-VND-2025-0518,2025-03-08,2025-04-07,2025-03-28,EXP-87481,6,False,PC-2025-049,
PRC-2025-0519,GRT-2022-004,PRJ-2023-005,BDL-0133,VND-0147,LOC-KIL-001,FP-2025-08,STS-009,Quotation,Conference Table for PRJ-2023-005,1,Litres,1104700.0,1104700.0,TZS,2025-08-02,2025-08-28,2025-09-09,GRN-2025-0519,INV-VND-2025-0519,2025-09-16,2025-10-16,,EXP-17224,3,False,,
PRC-2025-0520,GRT-2024-001,PRJ-2024-001,BDL-0095,VND-0088,LOC-MAN-001,FP-2025-10,STS-010,Tender,Cement Bags for PRJ-2024-001,347,Kg,30000.0,10410000.0,TZS,2025-10-02,2025-11-01,2025-10-30,GRN-2025-0520,INV-VND-2025-0520,2025-10-31,2025-11-30,2025-11-28,EXP-39041,7,False,PC-2025-135,
PRC-2025-0521,GRT-2023-004,PRJ-2023-008,BDL-0110,VND-0086,LOC-MAN-002,FP-2025-05,STS-006,Quotation,Medical Gloves Box for PRJ-2023-008,187,Pieces,45000.0,8415000.0,TZS,2025-05-27,2025-06-30,,,,,,,,4,False,PC-2025-154,
PRC-2025-0522,GRT-2023-005,PRJ-2023-010,BDL-0145,VND-0050,LOC-KIL-001,FP-2025-03,STS-009,Tender,Training Handouts Printing for PRJ-2023-010,280,Kg,37000.0,10360000.0,TZS,2025-03-21,2025-04-11,2025-04-10,GRN-2025-0522,INV-VND-2025-0522,2025-04-11,2025-05-11,2025-05-04,EXP-18716,3,False,PC-2025-179,
PRC-2025-0523,GRT-2023-002,PRJ-2023-004,BDL-0034,VND-0051,LOC-ARU-002,FP-2025-02,STS-004,Quotation,Paint 20L for PRJ-2023-004,16,Sets,87500.0,1400000.0,TZS,2025-02-03,2025-03-06,,,,,,,,3,False,PC-2025-121,
PRC-2025-0524,GRT-2022-004,PRJ-2023-005,BDL-0133,VND-0096,LOC-KIL-001,FP-2025-05,STS-005,Quotation,Iron Sheets for PRJ-2023-005,82,Sets,48700.0,3993400.0,TZS,2025-05-23,2025-06-10,,,,,,,,3,False,,
PRC-2025-0525,GRT-2022-003,PRJ-2023-003,BDL-0049,VND-0144,LOC-KIL-003,FP-2025-06,STS-009,Tender,Medical Gloves Box for PRJ-2023-003,148,Pieces,45400.0,6719200.0,TZS,2025-06-11,2025-07-23,2025-07-25,GRN-2025-0525,INV-VND-2025-0525,2025-07-28,2025-08-27,2025-09-05,EXP-63729,3,False,PC-2025-063,
PRC-2025-0526,GRT-2024-002,PRJ-2024-004,BDL-0172,VND-0136,LOC-MAN-004,FP-2025-08,STS-007,Quotation,Manila Files Box for PRJ-2024-004,65,Sets,13600.0,884000.0,TZS,2025-08-01,2025-09-05,2025-09-09,GRN-2025-0526,,,,,,4,False,PC-2025-147,
